Acidobacteria,Actinobacteria,Aquificae,Armatimonadetes,Atribacterota,Bacteroidetes,Balneolaeota,Caldiserica,Calditrichaeota,Candidatus_Absconditabacteria,Candidatus_Bipolaricaulota,Candidatus_Cloacimonetes,Candidatus_Omnitrophica,Candidatus_Saccharibacteria,Chlamydiae,Chlorobi,Chloroflexi,Chrysiogenetes,Coprothermobacterota,Cyanobacteria,Deferribacteres,Deinococcus.Thermus,Dictyoglomi,Elusimicrobia,Fibrobacteres,Firmicutes,Fusobacteria,Gemmatimonadetes,Ignavibacteriae,Kiritimatiellaeota,Nitrospirae,Planctomycetes,Proteobacteria,Spirochaetes,Synergistetes,Tenericutes,Thermodesulfobacteria,Thermotogae,Unassigned,Verrucomicrobia,F_B_ratio,group
0.00478,0.84626,0.00064,0.00038,0.00024,78.67796,7.00E-04,4.00E-05,0.00034,2.00E-05,6.00E-05,1.00E-04,0.00018,0.00034,0.00056,0.00374,0.00502,0.00044,4.00E-05,0.01506,8.00E-04,0.00834,2.00E-04,0.00028,0.00038,19.21926,0.00564,0.00102,0.00052,0.00052,0.00102,0.00954,1.15668,0.01394,0.00884,0.00434,0.00058,0.00118,2.00E-04,0.00982,0.244277559,unfavor-type
0.00438,0.22262,0.00064,5.00E-04,1.00E-04,81.01936,3.00E-04,2.00E-05,8.00E-05,4.00E-05,4.00E-05,1.00E-04,1.00E-04,0.00716,0.00038,0.00244,0.0035,0.00024,0,0.01104,0.00088,0.0055,6.00E-05,0.00018,0.00036,18.18818,0.0023,4.00E-04,0.00038,0.00056,0.00052,0.00838,0.49268,0.01076,0.00376,0.00184,3.00E-04,0.00064,0,0.00928,0.224491776,unfavor-type
0.0082,7.31996,0.00052,6.00E-04,8.00E-05,52.49536,0.00092,8.00E-05,0.00094,6.00E-05,0.00012,2.00E-04,0.00026,9.00E-04,0.00112,0.00414,0.02154,4.00E-04,6.00E-05,0.02774,0.00216,0.01498,0.00012,0.00068,0.00144,38.68832,0.0097,0.00226,0.00106,0.00106,0.00216,0.0192,1.29958,0.02606,0.01272,0.00804,9.00E-04,0.00262,6.00E-05,0.02368,0.736985516,favor-type
0.00244,0.18794,8.00E-04,6.00E-05,0,90.50172,0.00044,4.00E-05,0.00016,0,0,6.00E-05,2.00E-05,8.00E-05,0.00068,0.0023,0.00148,0.00032,0,0.00922,0.00034,0.00212,0.00022,0.00016,2.00E-04,8.35718,0.18066,0.00024,2.00E-04,0.00064,0.00066,0.00676,0.71092,0.00854,0.004,0.00424,0.00048,0.00172,0.00014,0.01282,0.092342775,unfavor-type
0.018569485,1.906395455,0.003489247,0.002246501,0.000119495,61.06406735,0.001218847,0,0.000406282,0.000119495,0.000262888,0.000262888,0.000477979,0.135363661,0.001768522,0.009535682,0.020720391,0.001123251,0.000143394,0.060010267,0.008579724,0.040150238,0.002772278,0.001410038,0.003776034,26.54917783,0.040198036,0.006261525,0.001720725,0.004516902,0.002174805,0.043711182,3.819315324,0.04536021,0.031785605,0.044165262,0.001003756,0.008412431,0.000262888,6.118944125,0.434775785,unfavor-type
0.0166,1.5625,0.00306,0.00182,0.00022,53.09686,0.001,3.00E-04,0.00068,1.00E-04,0.00038,0.00036,0.00054,0.0046,0.00268,0.00974,0.01948,0.00084,1.00E-04,0.05318,0.00338,0.0285,0.00048,0.00182,0.00238,36.42104,0.0223,0.00422,0.00168,0.00722,0.00506,0.05302,2.50238,0.05062,0.04872,0.04142,0.00188,0.00844,8.00E-05,6.02032,0.685935854,favor-type
0.00552,1.73032,0.00136,0.00084,4.00E-05,50.85328,2.00E-04,2.00E-05,0.00046,0,1.00E-04,1.00E-04,0.00014,0.00036,7.00E-04,0.00392,0.00706,4.00E-04,0,0.01976,0.0029,0.00928,8.00E-05,0.00142,0.00106,20.23536,0.0102,0.00102,0.002,0.00092,0.00224,0.01802,26.99806,0.02714,0.00906,0.00632,0.00062,0.00436,4.00E-05,0.04532,0.397916516,unfavor-type
0.01302,2.8068,0.0031,0.00176,0.00056,44.37552,6.00E-04,0.00026,0.00028,0.00016,0.00016,0.00028,0.00038,0.0049,0.0018,0.00916,0.01862,4.00E-04,0.00012,0.04606,0.00344,0.02248,0.00082,0.00102,0.00292,40.72068,0.02516,0.00316,0.00246,0.00306,0.00284,0.03562,10.96168,0.05186,0.01866,0.03466,0.00208,0.0087,0.00018,0.81458,0.917638374,unfavor-type
0.00808,1.38566,0.0012,0.00078,2.00E-05,68.21618,5.00E-04,0.00022,0.00038,6.00E-05,0.00038,0.00014,0.00014,0.00052,0.00132,0.00672,0.01306,0.00072,0.00012,0.03904,0.00098,0.01628,0.00046,3.00E-04,0.00176,28.76922,0.00936,0.00206,0.00096,0.00196,0.0026,0.02514,1.35942,0.03652,0.06326,0.00918,0.00082,0.00258,0,0.0219,0.421736016,favor-type
0.00292,1.2901,0.00064,1.00E-04,6.00E-05,75.45516,1.00E-04,0,0.00014,0,6.00E-05,8.00E-05,0.00014,0.01362,0.00014,0.0015,0.0029,0.00024,6.00E-05,0.01066,0.00032,0.00328,0.00018,0.00014,5.00E-04,22.6669,0.00728,0.00032,0.00026,0.00058,0.00056,0.00522,0.50116,0.0108,0.00978,0.003,0.00048,0.001,8.00E-05,0.00954,0.300402252,unfavor-type
0.02464,6.0914,0.00226,0.00156,8.00E-05,40.64714,0.00164,8.00E-05,0.00088,0.00016,0.00026,0.00012,6.00E-04,0.00544,0.00178,0.01432,0.02198,0.00274,0.00012,0.0599,0.00336,0.03566,0.00014,0.00212,0.0018,27.47,0.0203,0.00522,0.00148,0.0055,0.00456,0.06026,2.95048,0.04798,0.0341,0.0266,0.00242,0.00564,2.00E-05,22.44526,0.675816306,favor-type
0.00558,0.57176,0.00184,0.00028,0.00058,56.14496,0.00058,1.00E-04,0.00056,0.00012,4.00E-05,2.00E-04,0.00016,0.01004,0.00188,0.0046,0.00576,0.00022,4.00E-05,0.02662,0.00172,0.00792,0.00064,0.00084,0.00118,40.1837,0.01756,7.00E-04,0.00086,0.00042,0.00144,0.01234,2.934,0.02344,0.00784,0.01078,0.00076,0.00378,4.00E-05,0.01412,0.715713396,favor-type
0.015947167,7.394865268,0.004215673,0.001532972,0.000106456,50.87929783,0.000149039,0.000106456,0.001234894,8.52E-05,0.000127748,0.000319369,0.000851651,0.017480139,0.002384623,0.011390834,0.013307049,0.001064564,0.000106456,0.041368953,0.005280237,0.016415575,0.000766486,0.000723903,0.002725284,30.71358356,0.018715033,0.002405914,0.002640118,0.008197142,0.003938886,0.050886154,4.007763651,0.044200692,0.114504491,0.022802958,0.001405224,0.00549315,0.000404534,6.591204701,0.603655806,favor-type
0.01096,1.71646,0.00278,0.00076,0.00022,59.93502,0.00098,4.00E-04,0.00046,2.00E-05,1.00E-04,0.00056,0.00082,0.00498,0.0015,0.00788,0.01052,0.00034,2.00E-05,0.04074,0.00148,0.01292,0.00072,9.00E-04,0.00076,31.42636,0.02474,0.00168,0.00114,0.00204,0.0026,0.02442,6.66326,0.03398,0.01122,0.02248,0.00132,0.00928,0.00024,0.02294,0.524340527,favor-type
0.00992,1.60758,0.00072,0.00108,8.00E-05,69.40364,0.00052,0,0.00064,2.00E-05,0,0.00018,0.00046,0.00036,0.00124,0.00542,0.0081,0.00056,6.00E-05,0.02432,0.00106,0.01108,3.00E-04,0.00022,0.00144,27.20822,0.00998,0.00228,0.00086,0.00212,0.00132,0.02232,1.60718,0.02114,0.01142,0.00746,0.00056,0.00374,2.00E-05,0.02238,0.392028718,favor-type
0.011898123,19.03790777,0.003532594,0.001343686,0.000260068,1.873098386,0.000325085,8.67E-05,0.000585154,0.000303413,0,0.000281741,0.000520137,0.000195051,0.003705973,0.008560581,0.016492663,0.000476792,0,0.054094201,0.003185836,0.020372015,0.000325085,0.001538737,0.001668771,76.72401967,0.027740616,0.001148635,0.001126963,0.001582082,0.002383959,0.03725478,2.003522625,0.059620651,0.029777817,0.037883278,0.001517065,0.008062116,8.67E-05,0.023514506,40.96101958,favor-type
0.016227569,2.740001234,0.001580119,0.001680444,0.000652113,44.55578848,0.000727356,5.02E-05,0.001103575,0.000150488,0.000125406,0.000250813,0.000225731,0.013995338,0.002583369,0.013092413,0.013744525,0.001053413,0,0.051767701,0.004665113,0.025658119,0.001053413,0.001429631,0.002106825,36.87896942,0.021569876,0.007097994,0.002257313,0.004890844,0.005542956,0.042613045,2.066970952,0.062878696,0.026586126,0.020641869,0.001379469,0.007449131,0.000150488,13.40128847,0.827703216,favor-type
0.0026,0.8096,0.00034,1.00E-04,0,19.02558,0.00066,2.00E-05,0.00014,8.00E-05,1.00E-04,2.00E-05,0,0.00012,0.00022,0.0012,0.00288,2.00E-04,2.00E-05,0.00846,3.00E-04,0.00464,0.00018,0,3.00E-04,18.28528,0.0879,3.00E-04,0.00016,0.00052,7.00E-04,0.00502,5.55306,0.01112,0.00568,0.0012,0.00046,0.00098,2.00E-05,56.18984,0.961089228,unfavor-type
0.012554456,1.147829079,0.002506072,0.000963874,0.000481937,69.02010906,0.001349423,0.00045784,0.00091568,0.000192775,0.000289162,0.000120484,0.000554227,0.013614717,0.004915756,0.012530359,0.016434048,0.001180745,4.82E-05,0.055880582,0.002433781,0.023590811,0.000265065,0.001879554,0.003445849,27.00316464,0.020169059,0.005542274,0.0022892,0.003421752,0.004554304,0.03978389,2.463540872,0.051013019,0.020048574,0.024337813,0.002313297,0.009229091,0.00038555,0.025663139,0.391236192,unfavor-type
0.00652,1.31016,0.00254,4.00E-04,8.00E-05,68.0677,0.00018,4.00E-05,0.00058,2.00E-05,6.00E-05,0.00018,0.00018,0.00074,0.00032,0.0041,0.0086,2.00E-04,4.00E-05,0.02094,0.00134,0.01228,0.00062,0.00116,0.0016,28.44694,0.01102,0.00112,0.00052,0.001,0.0014,0.01826,1.80622,0.02222,0.22066,0.00652,0.00076,0.003,4.00E-05,0.01974,0.417921275,favor-type
0.0014,0.1497,0.00032,0.00012,2.00E-05,89.60116,0.00024,0,1.00E-04,0,4.00E-05,6.00E-05,2.00E-05,6.00E-05,0.00014,0.00302,0.00196,0.00026,0,0.00784,0.00086,0.0032,0.00038,0.00016,0.00048,9.36058,0.00396,0.00022,0.00048,0.00018,8.00E-04,0.00568,0.83692,0.0065,0.00268,0.00148,0.00022,0.00036,0,0.0084,0.104469406,unfavor-type
0.0087,3.23388,0.00274,0.00024,4.00E-04,55.94938,0.00038,0.00018,0.00032,8.00E-05,1.00E-04,0.00018,0.00018,0.0013,0.00166,0.0061,0.00806,0.00028,0,0.02514,0.00244,0.01158,3.00E-04,0.00136,0.00188,31.9877,0.01694,0.00244,0.00074,0.00184,0.00358,0.02092,1.99832,0.03048,0.01258,0.01194,0.00108,0.00384,0.00014,6.6506,0.571725728,favor-type
0.034610107,2.738175165,0.003634993,0.006524347,3.11E-05,53.95305515,0.003293242,0.000124273,0.000497093,6.21E-05,0.001460211,9.32E-05,0.004473838,0.084909714,0.004535974,0.015813774,0.039891721,0.004287428,0.000279615,0.070897902,0.005654434,0.060800699,0.000900981,0.003634993,0.002050509,36.02296943,0.028396443,0.007518533,0.002827217,0.006337937,0.008046694,0.071985294,6.234106613,0.094292346,0.315685182,0.026936232,0.001522348,0.00978652,0.00055923,0.129337409,0.667672467,favor-type
0.020496167,2.528215503,0.001974198,0.001042554,0.000266184,49.48165105,0.000288366,0.000155274,0.000310548,4.44E-05,0.000266184,0.000354912,0.000465822,0.015527399,0.002018562,0.012799013,0.016503407,0.001064736,0.000842916,0.050841141,0.001685832,0.024134015,0.000399276,0.001619286,0.00277275,43.8225795,0.017324141,0.002905842,0.001131282,0.003305118,0.003371664,0.041857432,3.716527364,0.044297452,0.027483497,0.015571763,0.00088728,0.007009512,0.000177456,0.129831239,0.885632928,favor-type
0.00142,0.49538,5.00E-04,0.00016,0.00034,75.8971,4.00E-05,2.00E-05,0.00014,0,0,8.00E-05,2.00E-05,0.00364,7.00E-04,0.00174,0.00234,2.00E-04,0,0.0078,0.00058,0.0023,8.00E-05,0.00048,0.00032,22.11452,0.10998,0.00022,0.00024,0.00018,0.00136,0.00438,1.17574,0.01054,0.00394,0.00378,0.00018,0.00174,4.00E-05,0.15778,0.291375033,unfavor-type
0.0025,2.18966,0.00058,0,2.00E-05,77.16684,0.00066,0,6.00E-05,0,0,2.00E-05,0,0.00482,0.00034,0.0022,0.00332,0.00024,4.00E-05,0.00794,0.00054,0.00286,0,0.00028,0.00032,16.77778,0.02008,0.00058,0.00056,0.00032,0.00066,0.00728,3.7847,0.01006,0.00404,0.00182,0.00022,0.00126,0,0.0074,0.217422147,unfavor-type
0.00998,0.86886,0.00156,0.00132,0.00016,67.86966,0.00092,1.00E-04,0.00044,4.00E-05,0.00024,6.00E-05,0.00026,0.01396,0.00114,0.00512,0.01116,3.00E-04,6.00E-05,0.029,0.00132,0.0146,0.00026,5.00E-04,0.00216,28.88162,0.00978,0.00232,0.00104,0.0018,0.0016,0.0236,2.16694,0.0252,0.01396,0.01168,0.00056,0.00272,0,0.024,0.425545376,favor-type
0.00656,0.57064,0.00084,0.00086,0.00026,70.84478,0.00036,0,0.00026,4.00E-05,0.00012,0.00018,0.00044,0.00322,0.00056,0.00458,0.00924,0.00064,0,0.0204,0.00106,0.01042,0.00012,0.00028,0.00094,18.358,0.00592,0.00164,7.00E-04,0.001,0.00144,0.01592,7.27918,0.01872,0.17476,0.00642,4.00E-04,0.00292,0.00012,2.65606,0.259129889,unfavor-type
0.001017066,0.738474734,0.000423778,0,0,0.517827897,0.000197763,0,0.000197763,0,0,0,0.000113007,0.002373154,0.00062154,0.000423778,0.000960562,0,0,0.005396101,2.83E-05,0.001666858,2.83E-05,0.000678044,5.65E-05,11.2953947,0.002683924,0.000282518,0,5.65E-05,0.000367274,0.001864621,87.34015464,0.00415302,0.000593289,0.001525599,0.000226015,0.000169511,0,0.082043331,21.81302853,unfavor-type
0.013260743,0.958924676,0.004819992,0.001660476,2.31E-05,68.08293707,0.000645741,2.31E-05,0.000553492,0.000138373,0.000138373,0.000161435,0.001037797,0.010608594,0.003251765,0.008971181,0.015636146,0.000622678,0.000207559,0.040427969,0.003505449,0.01941834,0.000184497,0.00053043,0.002951957,25.44499017,0.020617572,0.002375403,0.00117617,0.002421527,0.003620759,0.035008361,2.999787597,0.046470255,0.021424748,0.021493935,0.00138373,0.006388219,9.22E-05,2.222108449,0.373735201,favor-type
0.00252,0.97352,0.00058,0.00044,0,79.72602,2.00E-05,1.00E-04,0.00014,2.00E-05,6.00E-05,8.00E-05,8.00E-05,6.00E-05,0.00036,0.00134,0.0029,4.00E-04,0,0.01012,0.00042,0.00374,6.00E-05,0.00014,0.00016,14.96862,0.00344,0.00038,0.00036,2.00E-04,0.00036,0.00464,2.68788,0.00884,0.00314,0.00236,0.00024,0.00084,4.00E-05,1.59538,0.187750749,unfavor-type
0.014529286,1.263586311,0.002242038,0.001318846,0.000197827,63.89527308,0.001011115,0.000439615,0.000593481,6.59E-05,6.59E-05,0.000373673,0.000373673,0.015716248,0.002439865,0.008880229,0.016265767,0.001450731,6.59E-05,0.052358184,0.003407019,0.026267015,0.000483577,0.000879231,0.002110154,31.51646184,0.022420381,0.003472961,0.001450731,0.002747596,0.003253153,0.036883725,2.938850388,0.042049205,0.050313973,0.026794554,0.001033096,0.006550268,4.40E-05,0.037279379,0.493251853,favor-type
0.00066,0.356,0.00022,8.00E-05,0,85.92636,6.00E-05,2.00E-05,0.00012,0,4.00E-05,0,2.00E-05,0.00126,0.00024,0.00058,0.00066,0,0,0.0038,0.00044,0.00126,0.00012,8.00E-05,8.00E-05,13.18748,0.01592,0.00018,0.00024,1.00E-04,3.00E-04,0.00254,0.3319,0.00298,0.00234,0.01564,0.00012,5.00E-04,8.00E-05,0.14758,0.153474207,unfavor-type
0.00308,0.5324,0.00106,0.00018,0.00092,77.093,0.00032,0.00012,0.00092,0,8.00E-05,0.00058,0.00012,7.00E-04,8.00E-04,0.00248,0.00894,0.00022,0,0.01306,0.00298,0.00594,0.00018,0.00026,0.00054,20.38024,0.01776,0.00032,0.00126,0.00044,0.0024,0.00824,1.8738,0.0169,0.00768,0.00718,2.00E-04,0.00252,2.00E-04,0.01198,0.264359151,unfavor-type
0.016580063,3.946792756,0.002799513,0.000998276,0.000477436,47.43551571,0.000868066,2.17E-05,0.001128486,0.000455735,0.000151912,0.000368928,0.000737856,0.001562519,0.003732684,0.012673765,0.011349964,0.002256972,0.000195315,0.050760165,0.004427137,0.021224216,0.000217017,0.001345502,0.001410607,46.24350904,0.022656525,0.004839469,0.001497414,0.005685833,0.002539093,0.032943109,1.892861545,0.048872122,0.025499442,0.027409187,0.001432309,0.008311733,0.000173613,0.163717267,0.974871008,favor-type
0.01725277,1.981288112,0.002115009,0.001211971,0.000261406,43.89891208,0.000546575,0.000213877,0.001307028,4.75E-05,0.000166349,0.000261406,0.000475283,0.005204348,0.003303216,0.011763252,0.019676713,0.000855509,0.000261406,0.053421799,0.00263782,0.02378791,0.001116915,0.000546575,0.003517094,49.96276158,0.031249851,0.005061763,0.001996188,0.00418249,0.004681537,0.050475045,3.706018508,0.060147053,0.019938118,0.036501728,0.001330792,0.009244253,0.000261406,0.075997738,1.138132114,favor-type
0.00502,6.26732,0.00138,0.00066,0.00014,64.4335,2.00E-04,0,0.00072,2.00E-05,4.00E-05,8.00E-05,2.00E-04,0.00394,0.00206,0.00316,0.0068,0.00062,2.00E-05,0.02618,0.00206,0.0107,0.00038,0.00078,0.00156,27.81288,0.02376,0.00116,0.00062,0.00102,0.00156,0.0146,1.26884,0.0342,0.01578,0.02498,0.00086,0.00476,1.00E-04,0.02734,0.431652479,favor-type
0.02803569,2.706968982,0.003784634,0.00319673,0.000220464,38.95311132,0.0058423,0.000220464,0.000477672,7.35E-05,0.000330696,0.000404184,0.000918601,0.007091597,0.005585092,0.02145851,0.031599861,0.002939522,0.000477672,0.097004223,0.004005099,0.044680733,0.000955345,0.005438116,0.004041843,50.53240253,0.032591949,0.004960443,0.001910689,0.006613924,0.009259494,0.065257386,6.568765889,0.137937066,0.432440417,0.032224509,0.002976266,0.010619023,3.67E-05,0.233140831,1.297262294,favor-type
0.006788696,3.70918141,0.001370195,0.000352929,0.000103803,61.87615883,0.000166084,2.08E-05,0.000290648,4.15E-05,0.000145324,0.000103803,0.000145324,0.000124563,0.000913464,0.00346701,0.007536075,0.000871943,0,0.021590959,0.000954985,0.009882016,0.000145324,0.000435971,0.00155704,27.05216355,0.009861255,0.000622816,0.000435971,0.00114183,0.001453238,0.015238234,6.550198668,0.020532171,0.680821063,0.008324975,0.000539774,0.002034533,2.08E-05,0.014262489,0.437198496,unfavor-type
0.00618945,3.173149864,0.001056735,0.000150962,7.55E-05,55.9608555,0.000377405,7.55E-05,0.000377405,0,0,0,0.000603849,0.000377405,0.000603849,0.006491374,0.010793797,0.000301924,0.000150962,0.026946752,0.001811546,0.011926013,0.000754811,0.000528368,0.001509622,38.88793699,0.011246684,0.001434141,0.000981254,0.001811546,0.001887027,0.016681323,1.804979488,0.027852525,0.012303419,0.008604845,0.001283179,0.004528866,0,0.013360154,0.694913197,unfavor-type
0.0023,1.28374,0.00078,2.00E-04,0.00012,83.99362,6.00E-05,0,0.00016,0,8.00E-05,0.00018,0,0.00258,0.00034,0.00224,0.00264,1.00E-04,4.00E-05,0.011,0.001,0.00506,0.00018,0.00048,0.00076,14.01746,0.00654,0.00046,0.00032,0.00042,0.00098,0.0073,0.54818,0.01384,0.0048,0.0035,0.00026,0.00142,0,0.08686,0.166887199,unfavor-type
0.0017,10.10492,0.00036,3.00E-04,4.00E-05,71.08032,0,0,0.00012,0,0.00012,1.00E-04,2.00E-05,0.00308,0.00026,0.00092,0.00218,0.00012,0,0.00824,0.00024,0.00284,0.00026,8.00E-05,0.00022,18.4139,0.00224,2.00E-04,0.00014,0.00012,0.00066,0.00416,0.34884,0.01318,0.0032,0.00204,0.00018,0.00082,0,0.00388,0.259057641,unfavor-type
0.011651256,1.487372286,0.001450364,0.001160291,0.000701009,47.20109996,0.000314245,2.42E-05,0.000676836,2.42E-05,0.000145036,0.000145036,0.000338418,0.001788782,0.0018613,0.006768365,0.012086365,0.000580146,4.83E-05,0.033841823,0.0018613,0.017017602,0.000290073,0.001281155,0.001982164,47.86009694,0.013947666,0.002852382,0.001474537,0.002755691,0.004036846,0.026759213,3.198704922,0.036355787,0.024656185,0.01150622,0.001716264,0.005559728,0,0.025067122,1.013961475,favor-type
0.00108,0.10556,0.00016,2.00E-04,2.00E-05,87.77798,2.00E-05,0,4.00E-05,0,0,0,2.00E-05,0.00018,0.00016,0.00078,0.00174,8.00E-05,0,0.00356,8.00E-05,0.00262,4.00E-05,4.00E-05,0.00046,9.5673,0.00144,1.00E-04,1.00E-04,4.00E-04,0.00026,0.004,2.51606,0.00464,0.00354,0.0027,1.00E-04,0.00028,2.00E-05,0.00424,0.108994306,unfavor-type
0.00054,0.10086,8.00E-05,0,0,86.91002,0,0,0,0,0,1.00E-04,0,8.00E-05,0.00012,7.00E-04,0.00026,6.00E-05,0,0.00266,0,0.00044,4.00E-05,4.00E-05,6.00E-05,7.76466,0.00086,0.00014,6.00E-05,0.00016,4.00E-05,0.00168,1.32116,0.00298,0.00074,0.00026,0.00022,2.00E-04,0,3.89078,0.089341367,unfavor-type
0.002605945,17.50349572,0.000352155,9.39E-05,2.35E-05,64.37532926,0.000328678,0,0.000281724,0,0,9.39E-05,0.000117385,0.000328678,0.000375632,0.003005053,0.003075484,0.000211293,0,0.009742946,0.000140862,0.004249333,4.70E-05,0.000281724,0.000187816,16.99071157,0.003850224,0.000516494,0.000140862,0.000164339,0.000986033,0.007841311,1.061793284,0.010376824,0.002699852,0.004014563,0.000399109,0.001103418,7.04E-05,0.010963749,0.263932034,unfavor-type
0.012585397,7.260428229,0.002077889,0.001605642,0.000118062,47.6819375,0.00040141,0.000118062,0.001251456,7.08E-05,0.000259736,0.000236124,0.000519472,0.057991999,0.002573749,0.00774486,0.017213423,0.000708371,0.000212511,0.046114973,0.003707143,0.027036172,0.000802821,0.000920883,0.001959827,32.04423921,0.027437582,0.002620974,0.001723704,0.003045997,0.002715423,0.033954599,4.529869303,0.04519409,0.025643042,0.026681986,0.000684759,0.007579573,4.72E-05,8.119965989,0.672041467,favor-type
0.00138,2.3888,0.00036,4.00E-05,2.00E-05,76.106,0.00012,0,1.00E-04,4.00E-05,4.00E-05,6.00E-05,0.00014,0.0034,0.00112,0.00118,0.00128,8.00E-05,2.00E-05,0.00876,0.00102,0.0021,0,2.00E-04,0.00052,20.8526,0.0041,0.00022,0.00038,0.00016,0.00052,0.00414,0.60046,0.00754,0.0049,0.00346,8.00E-05,0.00202,0,0.00264,0.273994166,unfavor-type
0.0038,1.34222,5.00E-04,0.00024,0.00014,77.72852,0.00046,0,0.00054,4.00E-05,1.00E-04,2.00E-04,2.00E-04,0.00508,0.00134,0.0032,0.00432,0.00036,2.00E-05,0.0146,0.0011,0.00504,1.00E-04,0.00034,0.00074,20.04906,0.01534,0.00058,0.00066,0.00052,0.00102,0.00974,0.69872,0.01438,0.00776,0.00448,0.00058,0.00236,4.00E-05,0.08156,0.257936984,unfavor-type
0.0067551,8.95446642,0.001039246,0.000296927,9.90E-05,51.89322191,0.001039246,4.95E-05,0.000494879,2.47E-05,4.95E-05,9.90E-05,9.90E-05,0.000420647,0.001756821,0.005394182,0.005592134,0.000519623,2.47E-05,0.020685947,0.001633101,0.008858336,0.000618599,0.001286686,0.001261942,37.76410152,0.005715854,0.001534125,0.000519623,0.00131143,0.001336174,0.014005079,1.042487599,0.030707249,0.008784104,0.005047767,0.000668087,0.003810569,0,0.214183681,0.727727054,unfavor-type
0.007265398,3.016728631,0.002075828,0.00055073,0.000296547,64.64765575,0.000571912,0,0.000190637,0,0.000127092,0.000211819,0.00010591,0.000974368,0.000868459,0.004871841,0.00518957,0.000699003,0,0.026752761,0.00165219,0.008430403,0.000635458,0.000699003,0.00099555,30.31481836,0.01525098,0.001334461,0.002139374,0.000656639,0.00264774,0.014742614,1.768033437,0.093857075,0.008006765,0.009807228,0.001037914,0.003961018,4.24E-05,0.036115169,0.468923707,unfavor-type
0.007578417,0.561189533,0.002912793,0.001984824,0.001108408,0.388458328,0.000438208,5.16E-05,0.000979523,0,7.73E-05,0.001649723,0.000128885,0.000257769,0.000567092,0.003325224,0.014563965,0.000386654,0.000128885,0.060730446,0.001185739,0.021059751,0.000412431,0.001056854,7.73E-05,92.12702974,0.030777654,0.003918093,0.000876416,0.003479885,0.004021201,0.029205261,6.561826739,0.069752371,0.034979293,0.026137807,0.001082631,0.008996148,0.000103108,0.027503984,237.1606503,unfavor-type
0.00426,0.6393,0.00058,3.00E-04,0,80.88838,1.00E-04,0,8.00E-05,0,0,0.00026,1.00E-04,4.00E-05,0.00036,0.00212,0.00396,8.00E-05,4.00E-05,0.01108,0.00038,0.00262,0.00024,4.00E-05,0.00062,15.46094,0.00374,0.00038,0.00016,0.00066,0.0013,0.00694,2.94576,0.00838,0.00362,0.00268,0.00022,0.00088,2.00E-05,0.00938,0.191139197,unfavor-type
0.009887028,1.952044406,0.001287069,0.000468025,0.000204761,60.84172536,0.00055578,0.000175509,0.000643534,2.93E-05,0.000146258,0.000146258,0.000263264,0.000351019,0.001755094,0.005089772,0.009389751,0.000614283,0,0.031035906,0.001140811,0.016380874,0.000234012,0.000497277,0.00131632,35.44742164,0.013982246,0.001287069,0.000234012,0.001433326,0.001784345,0.020476093,1.226108422,0.04086443,0.017375427,0.016380874,0.000848295,0.004007464,0.000146258,0.332268479,0.582616969,unfavor-type
0.0107,3.50622,0.00154,0.001,0.00012,60.93838,0.00058,0.00012,0.00018,4.00E-05,0.00014,0.00032,0.00032,0.0135,0.00126,0.00722,0.01054,0.00072,0,0.0263,0.00126,0.01968,0.00032,5.00E-04,0.00224,33.11866,0.01138,0.00256,0.00112,0.00376,0.00246,0.0292,2.20028,0.0302,0.01724,0.00798,6.00E-04,0.0034,4.00E-05,0.02792,0.543477854,favor-type
0.00712,2.25946,0.00196,0.00084,2.00E-04,61.77932,0.00042,4.00E-05,0.00036,8.00E-05,0.00034,0.00022,0.00018,0.01258,0.0012,0.00582,0.00594,0.00034,6.00E-05,0.02396,0.00154,0.00904,0.00024,4.00E-04,0.00116,33.03348,0.01008,0.00186,0.00174,0.00058,0.00168,0.01494,2.55092,0.03212,0.10942,0.0082,0.00082,0.00322,0.00012,0.118,0.534701256,favor-type
0.019199851,11.0201918,0.003572741,0.000580933,0.000116187,39.78668123,0.00182994,0.000203327,0.0004357,5.81E-05,2.90E-05,0.0004357,0.003253227,0.000639027,0.003224181,0.014639524,0.018793198,0.000755214,0,0.063525075,0.002614201,0.018270358,0.001249007,0.001016634,0.002904667,45.06762792,0.02585154,0.00165566,0.001452334,0.004357001,0.001858987,0.034623635,3.702608537,0.059429494,0.016178997,0.074301391,0.001103774,0.009788729,0,0.034943148,1.13273152,favor-type
0.001273885,0.871910273,0.000605095,9.55E-05,3.18E-05,79.84959882,3.18E-05,3.18E-05,0.000191083,3.18E-05,0,6.37E-05,0,0.000732484,0.000318471,0.002038215,0.003121017,3.18E-05,3.18E-05,0.007038212,0.000382165,0.001496814,0.000286624,0.000605095,0.000286624,18.85352302,0.011464961,0.00022293,0.000414012,0.000191083,0.002133757,0.004012736,0.354681303,0.019171962,0.002324839,0.004840761,0.000605095,0.003662418,3.18E-05,0.002484075,0.236112934,unfavor-type
