Acidobacteria,Actinobacteria,Aquificae,Armatimonadetes,Atribacterota,Bacteroidetes,Balneolaeota,Caldiserica,Calditrichaeota,Candidatus_Absconditabacteria,Candidatus_Bipolaricaulota,Candidatus_Cloacimonetes,Candidatus_Omnitrophica,Candidatus_Saccharibacteria,Chlamydiae,Chlorobi,Chloroflexi,Chrysiogenetes,Coprothermobacterota,Cyanobacteria,Deferribacteres,Deinococcus.Thermus,Dictyoglomi,Elusimicrobia,Fibrobacteres,Firmicutes,Fusobacteria,Gemmatimonadetes,Ignavibacteriae,Kiritimatiellaeota,Nitrospirae,Planctomycetes,Proteobacteria,Spirochaetes,Synergistetes,Tenericutes,Thermodesulfobacteria,Thermotogae,Unassigned,Verrucomicrobia,F_B_ratio,group
0.00164,0.1499,0.00068,8.00E-05,0,93.3225,2.00E-04,0,1.00E-04,0,0,0.00012,6.00E-05,0.00218,0.00032,0.00094,0.00146,4.00E-05,0,0.00608,6.00E-04,0.00164,6.00E-05,0.00026,4.00E-04,6.02048,0.0036,0.00016,0.00012,0.00012,0.00062,0.00352,0.43762,0.00682,0.0021,0.00398,8.00E-05,0.00104,4.00E-05,0.03044,0.064512631,favor-type
0.00394,0.57294,0.00018,0.00024,0,69.65876,1.00E-04,8.00E-05,0.00026,0,4.00E-05,4.00E-05,1.00E-04,3.00E-04,0.00028,0.00244,0.00506,0.00014,6.00E-05,0.01098,0.00048,0.00684,4.00E-05,1.00E-04,0.00034,18.26214,0.00384,0.00144,3.00E-04,0.00066,0.00094,0.00878,1.02466,0.0082,0.0094,0.00862,0.00032,0.00124,6.00E-05,10.40566,0.262165735,favor-type
0.00308,0.77672,0.00036,3.00E-04,4.00E-05,84.75914,2.00E-04,2.00E-05,1.00E-04,0,0,8.00E-05,0.00026,0.00032,0.00022,0.00212,0.0027,6.00E-05,0,0.0095,4.00E-04,0.0044,6.00E-05,2.00E-04,0.00064,13.13762,0.00302,0.00074,0.00034,0.00058,0.00072,0.00732,0.45222,0.01034,0.00496,0.00336,0.00026,0.0013,2.00E-05,0.81628,0.154999449,favor-type
0.00748,0.55552,0.0011,0.00052,2.00E-04,75.133,0.00036,8.00E-05,0.00028,6.00E-05,8.00E-05,0.00016,0.00022,0.00154,0.001,0.00416,0.0078,0.00066,0.00014,0.02434,0.00178,0.01266,0.00026,0.00062,0.00084,22.71558,0.01028,0.00154,0.00084,0.00158,0.00212,0.01618,1.35956,0.02244,0.08098,0.0117,0.00068,0.00342,8.00E-05,0.01816,0.302338253,favor-type
0.0057,6.8759,4.00E-04,0.00038,0,57.99966,2.00E-04,2.00E-04,8.00E-05,0,0.00034,1.00E-04,4.00E-05,0.00334,0.0012,0.0028,0.01462,0.00104,4.00E-05,0.01936,0.0011,0.01074,0,4.00E-04,0.00144,12.55024,0.00586,0.00094,3.00E-04,0.00154,0.00108,0.01664,1.6363,0.01538,0.01066,0.00298,0.00086,0.0033,0,20.81484,0.216384717,favor-type
0.00598,1.14648,0.0013,4.00E-04,2.00E-04,81.33988,4.00E-04,0,0.00022,2.00E-05,6.00E-05,4.00E-05,0.00012,0.00222,0.00088,0.00474,0.00562,5.00E-04,0,0.01996,0.0013,0.00882,0.00016,0.00052,0.00108,16.08518,0.0098,0.00118,0.001,0.00142,0.0013,0.01598,1.23236,0.02042,0.00982,0.00794,0.00082,0.00328,0.00024,0.06836,0.197752689,favor-type
0.00138,0.06342,0,0.00014,0,95.49162,1.00E-04,2.00E-05,0.00014,0,2.00E-05,4.00E-05,0,0.00014,1.00E-04,0.00142,0.0015,2.00E-05,0,0.00292,0.00042,0.0013,0,6.00E-05,0.00022,3.53324,0.00136,0.00016,0.00012,4.00E-04,8.00E-05,0.00322,0.8857,0.00346,0.00154,0.00042,0,0.00016,0,0.00516,0.037000524,unfavor-type
0.01154,0.71176,0.00204,0.00118,0.00022,70.30584,0.00074,1.00E-04,0.00046,0,8.00E-05,4.00E-04,7.00E-04,0.00186,0.00154,0.00776,0.01348,6.00E-04,2.00E-05,0.03664,0.00218,0.01844,0.00026,0.00068,0.00132,26.93642,0.0115,0.00336,0.00104,0.00266,0.0031,0.02484,1.72486,0.03438,0.09486,0.01474,0.001,0.00452,4.00E-05,0.02284,0.383132041,favor-type
0.00716,0.60364,0.00172,0.00094,0.00012,79.176,0.00044,8.00E-05,0.00028,8.00E-05,0.00012,6.00E-05,0.00014,0.00366,0.0014,0.00362,0.00816,0.00064,2.00E-05,0.028,0.00186,0.01208,0.00022,0.00098,6.00E-04,15.15444,0.01068,0.00144,5.00E-04,0.00154,0.0023,0.01468,1.35392,0.0221,0.02946,0.0322,0.00074,0.0032,4.00E-05,3.52074,0.19140194,favor-type
0.007191967,5.302272103,0.003677446,0.000162925,0.000256025,46.63539286,0.000162925,0.00023275,0.000861174,0.000395675,2.33E-05,0.000302575,0.000256025,0.003677446,0.003328321,0.007052317,0.009984964,0.000698249,6.98E-05,0.037170135,0.00486447,0.007610917,0.001024099,0.002560247,0.001768898,43.00877932,0.053160043,0.000674974,0.002234398,0.000209475,0.00505067,0.016222658,4.749351792,0.062982083,0.010380639,0.030885892,0.001792173,0.01436066,0.00023275,0.012684861,0.922234738,favor-type
0.00334,0.49138,0.001,0.00024,0.00014,75.58962,0.00012,1.00E-04,0.00028,2.00E-05,4.00E-05,1.00E-04,0.00014,0.00908,0.00088,0.00174,0.00346,4.00E-04,6.00E-05,0.01492,0.00074,0.00556,0.00026,0.00024,7.00E-04,22.7742,0.00856,0.00052,0.00054,0.00054,0.00114,0.00932,0.72306,0.01298,0.0119,0.0054,0.00032,0.00182,8.00E-05,0.32506,0.301287399,favor-type
0.00354,0.53786,0.00056,0.00044,6.00E-05,76.73646,6.00E-05,0,0.00024,4.00E-05,0.00014,0.00012,0.00018,0.00118,0.00076,0.00292,0.00442,1.00E-04,0,0.0114,0.00058,0.00656,0.00016,6.00E-05,0.00036,19.37696,0.0077,0.00056,0.00032,0.00058,0.00104,0.00714,3.26426,0.012,0.00736,0.00372,0.00062,0.00192,0,0.00762,0.252513082,favor-type
0.0096,1.89234,0.0014,0.00058,0.00012,80.80034,0.00054,8.00E-05,0.00076,6.00E-05,4.00E-05,0.00016,0.00018,0.00788,0.0011,0.0068,0.01018,0.00134,0.00018,0.02988,0.00334,0.0145,1.00E-04,0.00136,0.00162,13.52618,0.01132,0.00226,0.00118,0.0037,0.0012,0.02714,3.52666,0.02608,0.01766,0.02652,7.00E-04,0.00328,0.00012,0.04152,0.167402513,favor-type
0.00496,0.46952,0.00208,0.00036,6.00E-05,79.30408,0.00056,8.00E-05,0.00022,1.00E-04,8.00E-05,8.00E-05,0.00012,0.00488,0.00134,0.00322,0.00774,5.00E-04,2.00E-05,0.02094,0.00338,0.00758,0.00038,0.00048,0.00084,19.08784,0.02468,0.00068,0.00102,0.00064,0.00204,0.01508,0.9645,0.02598,0.00816,0.0108,0.00044,0.00452,0.00014,0.01988,0.240691778,favor-type
0.008733904,14.4292034,0.000396996,0.00066993,0.000248122,38.82006942,0.000198498,0,0.000372183,4.96E-05,7.44E-05,0,0.000272934,0.009627144,0.000868428,0.004491013,0.007369231,0.000694742,7.44E-05,0.018088114,0.001290236,0.011463249,0.000421808,0.000620306,0.001240611,45.52932048,0.011115878,0.001736856,0.001240611,0.000942865,0.002109039,0.017318935,1.035960113,0.024340795,0.014664026,0.01816255,0.000545869,0.002828594,0.000148873,0.023025747,1.172829445,favor-type
0.00376,2.4479,0.0015,0.00018,8.00E-05,72.18728,0.00044,2.00E-05,2.00E-04,0.00012,4.00E-05,3.00E-04,0.00018,0.00168,0.00058,0.0041,0.00628,0.00038,2.00E-05,0.01232,0.00078,0.00592,1.00E-04,0.00062,0.00076,22.42032,0.0084,5.00E-04,0.00024,7.00E-04,0.00176,0.01012,2.8367,0.01558,0.0063,0.00606,0.00058,0.0028,0,0.0144,0.310585466,unfavor-type
0.007882672,4.297121333,0.00221567,0.000553917,0.000553917,56.58999881,0.000170436,4.26E-05,0.000809572,8.52E-05,0.000170436,0.000170436,0.000170436,8.52E-05,0.002684369,0.006135701,0.006391355,0.000766963,0.000383481,0.033916793,0.002258279,0.010055733,0.000340872,0.001235662,0.000766963,37.2208682,0.021645391,0.000937399,0.001363489,0.000937399,0.002854805,0.015722734,0.883839245,0.045804714,0.009160943,0.015850562,0.001704361,0.005539175,0,0.808804731,0.657728733,unfavor-type
0.00264,1.49832,0.00126,0.00026,0.00014,69.51988,0.00026,2.00E-05,0.00016,2.00E-05,2.00E-05,0.00016,8.00E-05,0.00092,6.00E-04,0.0029,0.00336,0.00018,2.00E-05,0.01164,0.00076,0.00376,1.00E-04,0.00026,0.00082,26.92296,0.0076,0.00022,0.00096,0.00024,0.00126,0.00752,1.97618,0.01474,0.00404,0.00452,0.00048,0.00238,8.00E-05,0.00828,0.387269944,favor-type
0.020673886,10.22684741,0.00425032,0.001320488,0.000206326,5.737931877,0.000453918,0.000660244,0.001980732,0.000123796,0.000165061,0.000123796,8.25E-05,0.004456646,0.004662972,0.01370006,0.021127804,0.001155427,4.13E-05,0.068912954,0.006024725,0.034910395,0.000825305,0.002104527,0.00425032,76.58007706,0.045721888,0.003425015,0.002393384,0.003218689,0.005529542,0.039036919,6.351422227,0.104236001,0.623352743,0.024387758,0.00165061,0.0067675,0,0.051787879,13.34628551,favor-type
0.0055,0.47,0.00096,0.00046,1.00E-04,72.95188,0.00048,0,0.00012,0,2.00E-04,8.00E-05,0.00016,0.00084,6.00E-04,0.00374,0.00596,3.00E-04,2.00E-05,0.01682,0.00098,0.00678,8.00E-05,5.00E-04,0.00142,25.43232,0.00986,0.00102,0.00124,0.00126,0.00146,0.01172,0.82194,0.03258,0.02652,0.00518,0.00054,0.00268,6.00E-05,0.18364,0.348617746,favor-type
0.00482,0.4547,0.00082,0.00058,1.00E-04,75.155,0.00034,0,3.00E-04,4.00E-05,0.00018,0.00012,0.00022,0.00056,0.00056,0.00282,0.00526,0.00032,2.00E-05,0.01534,0.00098,0.00692,0.00012,4.00E-04,0.00134,23.39832,0.00812,0.00074,0.00102,0.00082,0.00158,0.00988,0.75968,0.02374,0.02932,0.00436,0.00052,0.00276,2.00E-05,0.10726,0.311334176,favor-type
0.01086,2.67804,0.00134,0.00114,0.00026,43.55324,0.00044,2.00E-05,0.00036,1.00E-04,0.00022,0.00032,3.00E-04,0.03506,0.00168,0.00612,0.0214,6.00E-04,2.00E-05,0.03788,0.0022,0.01652,0.00024,0.00094,0.00216,50.79258,0.01984,0.00186,0.00112,0.0025,0.00264,0.02598,2.68104,0.04444,0.01638,0.01162,0.00106,0.00488,0.00018,0.02242,1.166218173,favor-type
0.018365996,12.5151427,0.002741843,0.001545007,0.000282889,29.77606758,0.000565777,6.53E-05,0.001175076,0.000217607,0.000130564,0.000500495,0.00065282,0.001762613,0.003090014,0.010640962,0.021390728,0.001088033,4.35E-05,0.057491662,0.004395653,0.032532186,0.000195846,0.001392682,0.002524236,50.8594046,0.022609325,0.004156286,0.001370922,0.003546987,0.004156286,0.039147426,6.416609128,0.042433286,0.033380851,0.075988222,0.001240358,0.005200798,6.53E-05,0.036688472,1.708063177,favor-type
0.017517683,5.736189147,0.004021569,0.000886108,0.000340811,18.46418315,0.000408973,0.000749784,0.000749784,0.000136324,0.000204487,0.000340811,0.000408973,0.002930974,0.00218119,0.009747193,0.016018115,0.000408973,0,0.053370995,0.004907678,0.023993091,0.001499568,0.002453839,0.002930974,70.69659714,0.034490068,0.00279465,0.002999136,0.001772217,0.004021569,0.038511638,2.677410846,0.060936998,0.022493523,0.027333038,0.001431406,0.00872476,0.000136324,2.073766486,3.828850513,unfavor-type
0.00314,0.76806,0.00086,0.00054,4.00E-05,63.5439,0.00014,2.00E-05,0.00026,1.00E-04,0,8.00E-05,0.00012,0.00018,0.00066,0.00194,0.003,0.00018,0,0.01186,7.00E-04,0.00442,2.00E-04,0.00058,0.001,25.13076,0.01072,2.00E-04,0.00046,0.00076,0.00118,0.00686,0.41582,0.0152,0.00848,0.00686,0.00052,0.00218,6.00E-05,10.05796,0.395486585,unfavor-type
0.008733454,7.647586542,0.00310732,0.000494346,0.000141242,52.03782551,0.000894532,4.71E-05,0.000258943,9.42E-05,9.42E-05,0.000353105,0.000282484,0.002730676,0.002142168,0.006473584,0.009934009,0.000918072,0,0.039594796,0.003436885,0.010781461,0.000847451,0.00150658,0.002000926,37.71211288,0.028813335,0.001906765,0.001765523,0.001082854,0.00534365,0.023587387,2.293791032,0.044655962,0.013488596,0.019114729,0.000941612,0.008686373,0,0.06442982,0.724705779,favor-type
0.006188695,16.61343298,0.001457914,0.000952107,0.000238027,21.25721556,0.000654574,5.95E-05,0.0004463,8.93E-05,0.00017852,0.00017852,0.00017852,0.050967475,0.002201747,0.005593628,0.006873022,0.000595067,0,0.030854215,0.002171994,0.005920915,0.0004463,0.001576927,0.00107112,35.72299282,0.025885407,0.00062482,0.001368654,0.000565313,0.003957194,0.01202035,3.805333406,0.037786744,0.01068145,0.015293218,0.000922354,0.005117575,5.95E-05,22.3678483,1.680511388,favor-type
0.0042,2.38326,0.0012,1.00E-04,0.00022,60.00456,0.00036,0.00014,0.00026,8.00E-05,0.00012,2.00E-04,2.00E-05,0.00402,0.00194,0.00464,0.0058,0.00058,2.00E-05,0.02114,0.00136,0.00724,0.00018,0.00054,0.00036,36.23372,0.01082,9.00E-04,0.00108,0.00032,0.00192,0.01466,1.14634,0.02078,0.00764,0.00842,0.00092,0.00366,6.00E-05,0.10622,0.603849441,favor-type
0.029002168,5.754691077,0.003150395,0.001482539,0.000525066,61.23240991,0.000555952,0.000154431,0.001173677,3.09E-05,0.000525066,0.000803042,0.001420766,0.003860778,0.002872419,0.010346886,0.027056336,0.00163697,0.000123545,0.090651079,0.004478503,0.067579066,0.000833928,0.002069377,0.003799006,23.7830749,0.237298888,0.009852707,0.001760515,0.005930156,0.004324072,0.063532971,5.314315242,0.083238384,0.055255462,0.057355725,0.00163697,0.011211701,0.000308862,3.129670577,0.388406645,favor-type
0.017346504,3.599979407,0.005078723,0.001832051,0.000278286,45.97224838,0.000579763,0.00044062,0.001043573,0.000139143,0.00044062,0.000139143,0.00090443,0.003849625,0.002411813,0.008928348,0.016813122,0.002411813,4.64E-05,0.060156193,0.003316243,0.039470254,0.000185524,0.002110337,0.003432196,39.04269095,0.021590368,0.003455387,0.000997192,0.004730865,0.004174292,0.049488556,9.153736409,0.045244692,0.046868028,0.024674707,0.001484193,0.00721225,2.32E-05,1.850046427,0.84926651,favor-type
0.009625506,2.03882482,0.003694639,0.001231546,0.000259273,41.14524727,0.000226864,6.48E-05,0.000324091,0,0,0.000842637,0.000259273,0.003046457,0.001685274,0.007097596,0.011829326,0.001328774,6.48E-05,0.043881937,0.001588046,0.013547009,0.000291682,0.000875046,0.002365865,54.57169414,0.014746146,0.00217141,0.000907455,0.001490819,0.003111275,0.02297806,1.995266973,0.047155258,0.01753333,0.008491187,0.002139001,0.006287368,3.24E-05,0.017792602,1.326318293,unfavor-type
0.0118,2.23966,0.00336,0.00182,0.00016,35.78184,0.00048,6.00E-04,0.00082,8.00E-05,0.00046,0.00016,0.00012,0.09078,0.0023,0.00716,0.01256,0.00098,0.00024,0.05466,0.00286,0.01554,0.00016,0.00234,0.00072,50.9049,0.0239,0.00176,0.00048,0.00198,0.00184,0.0284,10.70356,0.0476,0.01508,0.0108,8.00E-04,0.0087,0.00018,0.01836,1.422646236,unfavor-type
0.008918357,11.78363818,0.003650304,0.001265162,0.000622211,13.46588915,0.000394067,0.000103702,0.000290365,0.000248884,0,0.000165923,0.000373327,0.026900253,0.002136258,0.008150963,0.011469422,0.000642951,4.15E-05,0.044550303,0.002115517,0.014476775,0.001285903,0.00116146,0.002530324,70.37535497,0.084268102,0.001825152,0.001285903,0.002530324,0.003090314,0.026609888,3.280461996,0.062138132,0.012568661,0.024909178,0.001742191,0.007217647,6.22E-05,0.734914081,5.226194437,favor-type
0.01186,5.03588,0.0011,8.00E-04,1.00E-04,57.68632,0.00096,0.00012,6.00E-04,0,0.00024,0.00014,4.00E-04,0.0311,0.0014,0.00522,0.01294,0.00078,0,0.03998,0.00276,0.0208,4.00E-04,0.00156,0.0015,32.62102,0.01496,0.00256,0.00104,0.0024,0.00312,0.0268,1.9712,0.0279,0.0205,0.01572,0.0011,0.00356,8.00E-05,2.43108,0.565489704,favor-type
0.00352,2.5022,0.00046,0.00048,0.00018,68.7306,0.00038,4.00E-05,0.00014,0,4.00E-05,0.00018,0.00014,0.00668,0.00086,0.0031,0.0038,0.00048,0,0.01552,0.00094,0.00608,0.00028,0.00026,0.00064,27.82554,0.00932,0.00066,0.00042,6.00E-04,0.00114,0.01072,0.82732,0.01354,0.00564,0.01134,0.00042,0.00228,6.00E-05,0.014,0.404849368,favor-type
0.013229511,11.69013315,0.002975831,0.002231874,0.000194076,32.11397564,0.000452844,0.000194076,0.00097038,0.00032346,3.23E-05,0.000614574,0.000355806,0.004043249,0.001811376,0.008862802,0.013391241,0.000840996,6.47E-05,0.036001091,0.002652371,0.018210794,0.000388152,0.000938034,0.002167182,50.31170217,0.022027622,0.00226422,0.000517536,0.003137561,0.002490641,0.028043976,1.847182648,0.045155007,0.024033073,0.011450482,0.001552608,0.01009195,6.47E-05,3.775230279,1.566660657,favor-type
0.007026624,3.026645457,0.000748398,0.000644454,8.32E-05,65.51378757,0.000374199,2.08E-05,0.000582087,6.24E-05,0.000207888,0.000187099,0.000207888,0.001559162,0.00106023,0.005571406,0.010332047,0.000394988,0.000166311,0.025840513,0.001164174,0.010477569,0.000311832,0.000498932,0.001205752,29.66989836,0.009957849,0.001351274,0.000498932,0.001081019,0.001683895,0.01791997,1.615042463,0.02340822,0.010768613,0.008357109,0.000561298,0.002785703,0,0.027524408,0.452880217,unfavor-type
0.009218669,1.100703581,0.002519216,0.000138418,0.000249153,44.65268733,0.000664409,0.000442939,0.000581358,0.000138418,0.000110735,0.000304521,0.000276837,0.000470623,0.001744073,0.006533351,0.011959355,0.00052599,0.000166102,0.037788239,0.004290972,0.008000587,0.002103961,0.002131644,0.001079664,36.32665095,0.041221017,0.000609041,0.002020909,0.000581358,0.003488145,0.01724694,17.62778446,0.055007495,0.007557648,0.048197307,0.000913562,0.007806801,0.000498306,0.015585918,0.813537843,unfavor-type
0.00234,1.9609,0.00034,0.00026,0,45.48396,8.00E-05,0,6.00E-05,0,0.00012,2.00E-05,6.00E-05,0.00858,0.00018,0.0013,0.00202,0.00014,0,0.00806,0.00066,0.00454,0.00018,0.00022,0.00012,11.73894,0.00356,3.00E-04,0.00024,0.00048,0.00068,0.00474,2.79668,0.00728,0.00388,0.00332,0.00012,0.00066,0,37.96498,0.258089665,unfavor-type
0.004129191,0.880466331,0.000613799,0.000697499,0.0002232,81.92393528,0.000362699,0,0.000251099,2.79E-05,0,0.000446399,8.37E-05,0.014424269,0.000809098,0.002957394,0.005161489,0.000362699,0,0.013670971,0.000753298,0.006807586,0.000251099,0.0001953,0.000948598,16.49187819,0.007616684,0.000753298,0.000390599,0.002064596,0.001562397,0.016684165,0.581099966,0.013001372,0.009095381,0.005384689,0.000251099,0.001646097,0.0001674,0.010825177,0.201307202,unfavor-type
0.01012,1.19396,0.00136,0.00076,0.00016,59.20064,0.0016,2.00E-05,0.00038,6.00E-05,0.00014,4.00E-05,0.00034,2.00E-04,0.00098,0.00596,0.0121,0.00048,8.00E-05,0.03264,0.00182,0.01744,1.00E-04,7.00E-04,0.00144,34.1563,0.0095,0.0017,0.00068,0.00218,0.0024,0.02276,2.98254,0.02534,0.17778,0.00766,0.00076,0.00306,0,2.12382,0.57695829,favor-type
0.00046,0.23606,0.00034,4.00E-05,2.00E-05,90.10186,0.00012,0,8.00E-05,0,4.00E-05,4.00E-05,0,0.00014,0.00058,0.00048,0.00048,8.00E-05,0,0.00646,0.00046,0.00042,0.00016,0.00018,0.00014,7.72354,1.21796,6.00E-05,0.00016,4.00E-05,2.00E-04,0.00188,0.69082,0.00678,0.00102,0.00498,0.00042,0.00156,4.00E-05,0.0019,0.085720095,unfavor-type
0.00396,1.64994,4.00E-04,0.00038,0.00018,71.15452,2.00E-05,6.00E-05,0.00022,0,0.00012,6.00E-05,1.00E-04,0.00136,0.00044,0.00288,0.0039,0.00028,2.00E-05,0.01426,0.00048,0.0078,0.00014,0.00038,0.00046,19.8152,0.00476,0.00058,0.00038,5.00E-04,0.00092,0.01042,1.77284,0.01498,0.0061,0.0031,0.00046,0.00224,0,5.52516,0.278481255,favor-type
0.00324,1.94636,8.00E-04,0.00042,0.00012,49.35194,0.00024,0,0.00036,2.00E-04,4.00E-05,8.00E-05,0.00022,0.00066,5.00E-04,0.00354,0.0064,0.00018,0,0.01676,0.00166,0.00584,0.00052,0.00042,0.00076,46.41044,0.00988,8.00E-04,0.00086,0.00058,0.00182,0.00908,2.09604,0.02386,0.01014,0.00448,0.00064,0.0021,4.00E-05,0.08798,0.94039748,favor-type
0.007552628,0.814705782,0.000869367,0.000434684,2.72E-05,60.95351113,0.000190174,2.72E-05,0.000489019,5.43E-05,8.15E-05,8.15E-05,0.000570522,0.000217342,0.000489019,0.003667643,0.013665366,0.000271677,2.72E-05,0.024776967,0.001059541,0.019126079,0,0.00035318,0.000624858,23.2462825,0.006411583,0.001928909,0.000135839,0.002119083,0.001222548,0.021326665,3.564514385,0.017305842,0.11040964,0.004265333,0.000489019,0.001467057,8.15E-05,11.17916627,0.381377251,unfavor-type
0.009297749,1.431853313,0.001549625,0.001937031,0,43.55956564,0,0,0.000774812,0,0,0,0.000387406,0.001937031,0,0.006585905,0.015496248,0,0,0.027893246,0.002711843,0.034866558,0,0.001162219,0.001549625,49.39584003,0.025568809,0.001162219,0.000387406,0.001162219,0.003874062,0.015496248,1.316406265,0.058498336,0.028668059,0.004648874,0.000774812,0.001549625,0,4.048394782,1.13398376,unfavor-type
0.004340042,2.061519756,0.000834623,0.000233695,0.000267079,58.35549815,0.000434004,3.34E-05,0.00020031,0.000267079,3.34E-05,0.00013354,0.000233695,0.00283772,0.000600929,0.004139732,0.00527482,0.00020031,6.68E-05,0.014789526,0.000868008,0.00751161,0.00020031,0.000400619,0.001068318,38.61875839,0.009047317,0.000500774,0.000667699,0.000534159,0.001168473,0.012051962,0.843270081,0.019964191,0.006142828,0.008746853,0.000400619,0.004540351,0,0.012218886,0.661784401,unfavor-type
0.009181114,5.899839609,0.002712602,0.001043308,0.000904201,31.03526104,0.000591208,0,0.001112862,6.96E-05,0.000104331,0.000312993,0.000173885,0.009841876,0.002434386,0.009215891,0.012067601,0.000556431,0.000104331,0.048931165,0.004973104,0.01686682,0.001321524,0.002608271,0.001773624,59.91796814,0.040584698,0.001634517,0.003234256,0.001460632,0.005564312,0.027786781,2.404269496,0.060164119,0.018084013,0.023856986,0.001947509,0.008833345,3.48E-05,0.42257469,1.930641668,favor-type
0.01456,14.77048,0.00402,0.00014,0.00086,31.74498,0.00084,0.00026,0.00126,0.00058,8.00E-05,0.00044,0.00018,0.00288,0.00342,0.0091,0.01602,0.00024,0,0.05274,0.00416,0.01402,0.00236,0.00096,0.00204,49.75594,0.05206,0.00118,0.00172,0.00268,0.00252,0.0364,3.30082,0.07724,0.03026,0.03226,0.00198,0.00796,0.00018,0.05018,1.567364037,favor-type
0.008652751,2.769833383,0.001448478,0.000419296,0.000152471,52.81239196,0.000686121,0.000114354,0.000648003,0.000152471,7.62E-05,0.000190589,0.000381178,0.000762357,0.002020246,0.006251327,0.009948758,0.000381178,0,0.032171463,0.00194401,0.013150657,0.000266825,0.00087671,0.000991064,43.03569775,0.026263197,0.001334125,0.000724239,0.001524714,0.001982128,0.020469284,1.166063071,0.031675931,0.010482408,0.016733735,0.000991064,0.00495532,7.62E-05,0.017114913,0.814878784,unfavor-type
0.019057479,2.976598681,0.002122032,0.001367078,0.000122425,54.28337247,0.001020208,8.16E-05,0.000510104,0.000102021,0.000163233,0.000163233,0.000530508,0.006162054,0.001367078,0.010283693,0.017649593,0.001224249,4.08E-05,0.058192645,0.003938002,0.031361184,0.0004897,0.001285462,0.002856581,39.0158628,0.018037271,0.003448302,0.000897783,0.003305473,0.003570727,0.043093572,2.722791419,0.050704321,0.146093737,0.023893263,0.001183441,0.004019618,8.16E-05,0.542954517,0.718744268,favor-type
0.00754,1.743,0.00112,0.00076,8.00E-05,78.28494,0.00102,4.00E-05,0.00024,0,2.00E-04,8.00E-05,0.00018,8.00E-04,0.00092,0.00472,0.00778,0.00026,4.00E-05,0.01506,0.00138,0.01042,4.00E-05,0.00024,0.00098,15.60764,0.0041,0.00188,0.00034,0.00176,0.00102,0.01918,0.89286,0.0166,0.01296,0.0026,5.00E-04,0.0017,2.00E-05,3.355,0.199369636,unfavor-type
0.002,0.45228,4.00E-04,8.00E-05,6.00E-05,80.12082,2.00E-05,2.00E-05,2.00E-04,2.00E-05,0,0.00014,0,0.00016,0.00032,0.00102,0.00178,2.00E-04,4.00E-05,0.008,0.00054,0.00456,6.00E-05,0.00026,3.00E-04,18.72144,0.00466,0.00018,0.00024,0.00028,0.00042,0.00462,0.64524,0.01104,0.0021,0.00508,0.00018,0.00156,2.00E-05,0.00966,0.233665107,unfavor-type
0.007182963,13.43861234,0.000782303,0.000355592,0,55.31016531,0.000320033,0,0.000355592,3.56E-05,3.56E-05,7.11E-05,0.000142237,0.000782303,0.000640066,0.003235889,0.005902831,0.000355592,0,0.01326359,0.000391151,0.008427536,0.000213355,0.000640066,0.000995658,30.05945502,0.005262765,0.000782303,0.000426711,0.001564606,0.00138681,0.013334708,1.05504212,0.018170762,0.007254081,0.003911514,0.000426711,0.001173454,0,0.038901789,0.543470714,unfavor-type
0.00072,0.13582,0.00018,2.00E-05,0,91.06084,4.00E-05,0,8.00E-05,0,4.00E-05,4.00E-05,2.00E-05,0.00014,6.00E-05,0.00056,0.00106,1.00E-04,0,0.0035,0.00024,0.00084,2.00E-05,1.00E-04,0.00012,6.95066,0.00182,8.00E-05,4.00E-05,0.00014,3.00E-04,0.00176,0.50998,0.00418,0.0016,0.00086,0.00016,0.00074,0,1.32314,0.076329847,unfavor-type
0.010732919,5.184261527,0.002792304,0.000436298,0.000261779,14.17133578,0.000392668,4.36E-05,0.001047114,0.000349038,0,8.73E-05,0,0.000392668,0.002530526,0.022861989,0.013088925,0.000785336,4.36E-05,0.041666412,0.006020906,0.00706802,0.002923193,0.006762611,0.001919709,63.56959425,0.082503859,0.000567187,0.007155279,0.002443266,0.009947583,0.025348885,16.60478514,0.106107554,0.013525223,0.048690802,0.003184972,0.019153461,0.000218149,0.028970155,4.485787032,unfavor-type
0.010519909,1.351937438,0.004679101,0.002032989,0.000387236,9.870192063,0.000484045,0.001161708,0.001258517,0.000161348,0.000225888,0.000548584,0.000290427,0.000387236,0.007389752,0.010164943,0.023427774,0.001032629,0.000709933,0.059118019,0.005356764,0.01523128,0.000645393,0.001129438,0.000645393,85.29339253,0.058440356,0.002646112,0.001290786,0.001581213,0.003614202,0.02852638,3.048450314,0.094969612,0.020329886,0.030527099,0.003452854,0.015134471,9.68E-05,0.028429571,8.64151295,favor-type
0.00946442,27.29562472,0.001735144,0.000946442,7.89E-05,32.06529819,0.000197175,0,0.000315481,7.89E-05,0.000118305,0.000315481,0.000394351,0.000946442,0.001183053,0.00690114,0.010371427,0.000591526,0,0.029970664,0.001419663,0.015497988,7.89E-05,0.000552091,0.001774579,29.95958298,0.014748722,0.001261923,0.001025312,0.002642151,0.002208365,0.019835848,9.880933649,0.033993043,0.015182508,0.015182508,0.000985877,0.003588593,7.89E-05,0.604894762,0.934330403,unfavor-type
