Observed	Chao1	se.chao1	ACE	se.ACE	Shannon	Simpson	InvSimpson	Fisher	Pielou	Coverage
SRR15372916	530	594.279411764706	17.3741901859153	586.010428316328	11.32257777181	4.79248261701444	0.97429498	38.9029069030096	119.369922844332	0.764000730767263	0.9906
SRR15372917	586	610.888888888889	8.47197200327645	616.565290927147	11.5722228053067	4.86377971722414	0.96436778	28.0644877024221	135.903047890832	0.763146974858913	0.9936
SRR15372918	488	566.620689655172	21.0621979403722	553.346662374286	11.3356604337657	4.47038566281467	0.95413456	21.8029086824415	107.378815263876	0.722157978992116	0.9904
SRR15372919	620	660.944444444444	13.1537296995035	646.087241871646	11.727934600598	4.98402183952723	0.971677	35.3069943155739	146.239832772077	0.77515385493104	0.9933
SRR15372920	576	622.472727272727	14.3771587618623	609.530116552216	11.7532343328286	4.95954468466946	0.97264024	36.5500282166218	132.905555361652	0.780280157200243	0.9928
SRR15372921	525	612.5	20.4113584029053	612.165047687163	10.8869139230417	2.8824697177186	0.69037602	3.22972400264346	117.923881215024	0.460208595537387	0.9874
SRR15372922	533	582.593220338983	14.8331155552392	577.644761785297	11.7030723743097	4.96035656601437	0.97462148	39.4034009863459	120.239935501383	0.79005170658845	0.9923
SRR15372923	596	636.571428571429	12.6103625902451	628.628652320176	11.6984991750113	4.74372024285621	0.9553919	22.4174533324665	138.920018995219	0.742338276444713	0.9928
SRR15372924	564	586.966666666667	8.49636654500145	586.153687177967	11.5786308664049	4.92455424778549	0.97068908	34.1169775633109	129.334368799028	0.77734997243646	0.9947
SRR15372925	427	480.365384615385	16.1560511319858	475.962471902523	10.5750823949066	4.14142894395207	0.93892614	16.3736171252316	90.6028746243395	0.683766985071083	0.9925
SRR15372926	592	621.016393442623	9.98381459395336	616.596959876205	11.7582576504749	5.10935607993933	0.97737584	44.2005360641014	137.710897195587	0.80039958790333	0.994
SRR15372927	545	589.161764705882	13.1808297628051	586.619082195879	11.420945347249	4.62350597598356	0.96067336	25.4280558929011	123.737843869727	0.733798311299467	0.9922
SRR15372928	558	600.9	12.8227685522938	601.706551210742	11.7848972241321	4.94018801081896	0.97698116	43.4426756517705	127.559366690464	0.781136561065603	0.9922
SRR15372929	577	605.986486486486	9.58617785092641	606.842193020704	11.3384868054623	4.7426395146543	0.96399296	27.7723467410817	133.204426231582	0.745951112948747	0.9934
SRR15372930	561	601.932203389831	12.8832374546859	595.096527592373	11.6296929689365	4.79955700734445	0.96440174	28.0912606402673	128.445983545178	0.758257287956697	0.993
SRR15372931	507	566.918032786885	16.9339426358179	556.293360450168	11.0858083445755	4.89126848963329	0.9814778	53.9892669337336	112.759505242323	0.785303018139187	0.9914
SRR15372932	591	623.016393442623	10.7088617928285	618.640866287057	11.7365462696464	4.91139322256015	0.9690947	32.3569096562725	137.40910260179	0.769591791609874	0.9937
SRR15372933	531	601.263157894737	19.4226646335703	588.28084521909	11.7931910438533	4.8698401074568	0.97387194	38.2730290729583	119.659728259101	0.776099570146397	0.991
SRR15372934	537	597	17.4766484575684	581.70651284106	11.4739428106553	4.68641302495196	0.96719808	30.4860203305172	121.402733304882	0.745532046700075	0.9919
SRR15372935	575	621.5	15.3707435304287	600.312714488778	11.6858586350759	5.06076511648706	0.9747365	39.5827973162863	132.606879931826	0.796422789984706	0.9937
SRR15372936	518	560.654545454545	13.4966513845852	557.701872500502	11.6229673935418	5.07947602313521	0.9803846	50.9803521722728	115.907797847066	0.812719383076929	0.9931
SRR15372937	530	581.04	14.3208348162857	580.407541385418	11.2332799741168	4.68998787840357	0.9652589	28.7843505243069	119.369922844332	0.747661379859553	0.9912
SRR15372938	537	591.185185185185	16.1888560175828	575.295387480177	11.189201873761	4.65213962440337	0.96521454	28.7476434119313	121.402733304882	0.740079706429954	0.9923
SRR15372939	585	610.161764705882	8.83179169653905	611.464133780729	11.8917354551797	5.08123812660403	0.97734754	44.1453157846874	135.60242104327	0.797480802100582	0.9941
SRR15372940	528	582.807692307692	16.4824887019467	568.947137172348	11.5212423994241	4.92716891268707	0.97703366	43.5419836160224	118.790908848588	0.785945643472259	0.9924
SRR15372941	475	546.842105263158	18.3676603271416	540.060196803706	10.1044016541939	3.06275979409986	0.76816668	4.3134438138573	103.739465821673	0.496933856452523	0.9895
SRR15372942	571	617.56976744186	12.9987419718061	620.952131556182	11.5162091853951	4.42326129913545	0.94120106	17.0071093118345	131.414133968754	0.696863096469101	0.991
SRR15372943	572	617.310344827586	13.9339998419956	610.337961362279	11.9983798729121	4.77644965583137	0.95614218	22.800950890856	131.712026959731	0.752298801824363	0.9927
SRR15372944	585	623.769230769231	12.7496328829676	611.777200073263	11.6771606917734	5.22314845678039	0.98201522	55.6025706180448	135.60242104327	0.819753083209171	0.9936
SRR15372945	549	585.491228070175	11.9444990383565	581.285840429956	11.5804876649597	5.01467144064614	0.97625178	42.1084190730926	124.910146391597	0.79495770193563	0.9935
SRR15372946	603	646.807692307692	13.9492217511587	634.224585830394	12.0782334966338	5.22985601356693	0.98105138	52.7742917426177	141.043454916786	0.816920283855055	0.9932
SRR15372947	552	580.720588235294	9.6898033233891	581.32415160544	11.4172285217529	4.90379366391579	0.974101	38.6115294026796	125.79144609717	0.776709645348688	0.9937
SRR15372948	547	592.308823529412	13.4287914573586	587.701458642583	11.2901835451789	4.91897848265203	0.97774778	44.9393363898074	124.32360005159	0.780239262274967	0.9921
SRR15372949	423	469.472727272727	14.3771178213171	469.299926194612	10.4126644778201	4.31966877236949	0.95224036	20.9381812760733	89.5298308382317	0.714305097234935	0.9928
SRR15372950	607	636.5	10.2110536011123	629.659622302158	11.7134559618304	4.99863302831684	0.97393458	38.3650062036215	142.261106974555	0.77999696830424	0.9941
SRR15372951	554	604.962264150943	15.5355176302281	588.201821745418	11.1423251457781	4.68767629929056	0.96746256	30.7338254023672	126.379965140505	0.74205383771691	0.9926
SRR15372952	402	453.333333333333	15.3441455986365	462.891469599592	10.702038541441	3.80635760928443	0.87489246	7.99312335611427	83.9518943497688	0.634768285151268	0.9923
SRR15372953	449	509.767857142857	17.4832875625986	502.752410567935	10.7890177506768	4.0785972623375	0.92124578	12.6977322612045	96.5645837684514	0.667853606791598	0.9917
SRR15372954	565	600.192307692308	11.879440689398	591.023661159131	11.5578837490984	4.97589157204027	0.97535722	40.5798371774613	129.630889857833	0.785234087720454	0.9939
SRR15372955	513	538.245901639344	9.04867641789424	538.852736154203	11.0942711082742	5.00097282687106	0.9785687	46.6607252009911	114.473735341296	0.801402526258711	0.9944
SRR15372956	541	574.5	10.8748957569591	570.388033324688	10.9693495210674	4.64228080321828	0.9626788	26.794422473018	122.568704484295	0.737640477700567	0.9933
SRR15372957	582	623.911764705882	12.690594511105	619.863862857823	11.7009504588659	5.10887836516608	0.9813682	53.6716796015414	134.701709843317	0.802466359831533	0.9924
SRR15372958	497	548.428571428571	14.9996935740846	546.17828171119	11.2824464714303	4.81759505554255	0.97161216	35.2263504373704	109.918462605187	0.775956382253089	0.9919
SRR15372959	599	625.911764705882	9.25693266622177	625.327540012709	11.9296906030155	5.07100292107809	0.9754325	40.704182354737	139.828899220812	0.792931273143293	0.9939
SRR15372960	499	549.508196721311	14.9154085516006	545.473935752532	11.1538882352515	4.82877893696588	0.97492704	39.8836036909882	110.485052669242	0.777254965555925	0.9921
SRR15372961	495	544.444444444444	13.7525066022114	552.038845873417	10.9415097141343	4.15596541595189	0.93821536	16.1852525158356	109.352680323351	0.669824599107499	0.991
SRR15372962	534	565.544117647059	10.3535702802066	567.056370264072	11.330119540455	4.65469949028349	0.96102808	25.6595004813722	120.530337161711	0.741147470579519	0.9934
SRR15372963	615	643.708333333333	10.4365732690886	632.467466169119	11.4656884736787	4.99453142003336	0.9732413	37.3710232559878	144.705690864508	0.777767861724352	0.9947
SRR15372964	583	635.56	16.1302064037076	617.32570872708	11.8883500389329	5.21613700218564	0.98239422	56.7995283367167	135.001751954791	0.819092914442882	0.9927
SRR15372965	581	611.5	10.3809911077251	606.418573419569	11.558631502045	4.96227239028006	0.97255346	36.4344649635255	134.401862773853	0.779649130005283	0.9939
SRR15372966	515	567.029850746269	14.9095764277125	560.836789122247	11.0465024134619	4.45298099482981	0.9532058	21.3701698073693	115.046759742937	0.713142532169739	0.9916
SRR15372968	451	550.020833333333	26.5210670341952	524.44521993136	11.1536619591516	3.93648802850917	0.8831521	8.55813412136633	97.1115489055703	0.644115039781837	0.9902
SRR15372969	440	505.142857142857	17.4234564788363	505.156002320671	10.4439982379614	3.35231700234179	0.81756172	5.48130578735998	94.1135190649758	0.550754242229423	0.9904
SRR15372970	523	578.862068965517	16.2716675400181	567.67609939864	11.1934175671367	4.55515971944674	0.95669818	23.0937175388933	117.346859367897	0.727709950832505	0.9919
SRR15372971	577	602.537313432836	8.95008449112607	603.186821659052	11.693710654297	4.89012817762701	0.96896184	32.2184046992476	133.204426231582	0.769149024565656	0.9941
SRR15372972	557	591.263157894737	11.4122694942017	586.351386254178	11.6823651957317	4.89885005631978	0.96864686	31.8947320746822	127.26422105654	0.774820009034201	0.9937
SRR15372973	540	602.307692307692	18.1561009065329	583.763876556746	11.5758029002181	4.96265410246386	0.97438136	39.0340783117293	122.276914469907	0.788778441813682	0.9919
SRR15372974	427	518.375	26.2258567688035	489.949191055669	10.8728295338346	4.5228673178261	0.96541812	28.9168778562646	90.6028746243395	0.746744032468007	0.9914
SRR15372975	564	603.06	12.9382222990384	591.436434022574	11.6757975909216	4.9415096220614	0.97078894	34.2336087769496	129.334368799028	0.78002640954383	0.9937
SRR15372976	552	572	7.36341844460949	578.949025783588	11.4683326943623	4.86645602976399	0.97267988	36.6030603086663	125.79144609717	0.770795754478116	0.9944
SRR15372977	581	632	16.1033213347371	612.885102827795	11.9083128447932	5.02080688561545	0.97525156	40.4065872434788	134.401862773853	0.788845797333125	0.9931
SRR15372978	530	577.385964912281	14.4612410989429	569.482154357027	11.4153564342051	4.67425893820313	0.96475218	28.3705488736608	119.369922844332	0.7451539275081	0.9926
SRR15372979	460	516.28813559322	16.2954419436069	520.226360796216	11.2855503221708	4.78115967222367	0.97328766	37.4358816936292	99.5831288869546	0.779804771594194	0.9918
SRR15372980	608	644.15873015873	11.6035273671971	637.480121563452	11.7526967922933	5.00328938259297	0.97475448	39.6109884050715	142.566003189227	0.780523070699489	0.9932
SRR15372981	547	590.181818181818	13.055923943848	585.973638108664	11.4213131846089	4.84577927643502	0.97065056	34.0722003554412	124.32360005159	0.768628539670814	0.9924
SRR15372982	612	642.51724137931	10.4613198882592	636.171914056436	12.0589223018091	5.06926369282283	0.97253218	36.4062382817421	143.787522250613	0.790007042468987	0.994
SRR15372983	512	556.333333333333	13.3081788003102	558.087177158696	11.4763627059711	4.6075184890368	0.96280298	26.8838740307691	114.187523714035	0.738582674993066	0.9923
SRR15372984	437	507.895833333333	20.4598838811873	494.729349811135	10.8500707408004	4.44164675073755	0.9567351	23.1134245080885	93.3002459895401	0.730542031994765	0.9917
SRR15372985	551	615.881355932203	18.1263955060599	602.793732293866	11.8025032033544	4.90725572601365	0.97573142	41.2055423102629	125.497482271412	0.777481290705914	0.9912
SRR15372986	603	657.923076923077	15.6289495015021	646.451401215274	12.0342034529384	4.85974838554924	0.96640972	29.7705169471645	141.043454916786	0.759108285254557	0.9915
SRR15372987	581	611.089552238806	10.0442865149916	609.198137313533	11.5230834963472	4.89800735668259	0.96997788	33.3087736642183	134.401862773853	0.769552107191266	0.9936
SRR15372988	466	507.708333333333	12.4861127337036	516.000430527074	10.9567495466058	3.94959835073146	0.88248524	8.50956935111811	101.240124041415	0.642818851174491	0.9922
SRR15372989	584	639.378787878788	15.6672749308922	632.022604731903	12.0308801377821	5.08139656575559	0.9749334	39.893723121604	135.301989043069	0.797719867146106	0.9914
SRR15372990	445	522.34375	20.2743840778601	515.08349596698	10.5112224683783	3.45094605449454	0.86202724	7.24780746576353	95.4731426648183	0.565907513555026	0.99
SRR15372991	518	577.776119402985	16.5198239408928	569.371681831279	11.0986303605442	4.73765698701835	0.97017476	33.52864888933	115.907797847066	0.758028120653099	0.991
SRR15372992	258	360.692307692308	28.9845002314957	350.715903541984	9.49085808047855	1.71747670241755	0.46451616	1.86746998751634	48.3432458162362	0.309290329985681	0.991
SRR15372993	535	582.844827586207	14.5041562183631	578.371335129574	11.8167888611369	5.11753105592002	0.98189388	55.2299443503081	120.820937404053	0.814599453047506	0.9925
SRR15372994	474	529.014705882353	15.4804039618026	534.697100094145	11.2582830071284	4.7519680334403	0.97504788	40.0767550011783	103.460942634653	0.771272217493395	0.9913
SRR15372995	583	606.130434782609	8.30599180680297	609.875668525227	11.9883229687321	5.09464752689223	0.97698236	43.4449404891205	135.001751954791	0.800015354104548	0.9943
SRR15372996	596	632.013333333333	11.1419776284985	631.35105485104	11.6027974131798	4.88669954194584	0.97298	37.0096225018505	138.920018995219	0.764712910912948	0.9926
SRR15372997	534	580.568965517241	14.2178834538377	569.851657196376	11.0681921858485	4.62631806770016	0.95793418	23.7722692675431	120.530337161711	0.736628420616575	0.9926
SRR15372998	592	617.679012345679	8.65645791883307	623.452115595082	11.8885450557791	4.95344387939065	0.97285716	36.8421285318706	137.710897195587	0.775975363183853	0.9935
SRR15372999	609	641.050847457627	10.7949363352057	633.995996588656	11.8204937240708	5.05033268987513	0.97432206	38.9439339760121	142.871092881564	0.787659986451698	0.9938
SRR15373000	530	568.585714285714	11.8799918302828	567.978889990237	11.2260528977575	4.72405567492788	0.96985534	33.1733713367475	119.369922844332	0.753092348215661	0.9926
SRR15373001	564	611.263888888889	13.668579070716	609.952794027584	11.7452636016925	4.95845936869838	0.97662438	42.7796139738753	129.334368799028	0.782701958318011	0.9917
SRR15373002	598	642.375	13.8360082807805	629.624139978864	11.6970103272287	4.86087369717368	0.96751534	30.7837607042832	139.525745088731	0.760272886432421	0.9929
SRR15373003	605	630.697368421053	8.76796897138742	633.898298152795	11.9966921483966	4.94303051742718	0.96796756	31.2183523952593	141.651895209817	0.771718065923104	0.9937
SRR15373004	599	643.507042253521	13.1268080080088	642.112592408688	12.2538485667081	5.15760982132617	0.97952058	48.829507866922	139.828899220812	0.806473627731821	0.992
SRR15373005	491	551.06	17.8367336596469	532.552897942493	10.8351793711615	4.28026042835165	0.94103414	16.9589657472985	108.223542319885	0.690760755697335	0.9922
SRR15373006	553	584.109090909091	10.7299124642484	579.631936223859	11.5552208509117	4.78939592396888	0.9588854	24.3222602189976	126.085607078735	0.758372830616156	0.9941
SRR15373007	207	318.130434782609	36.3375628376223	292.520073734386	8.93237058130567	1.45311272182922	0.40136762	1.670474290081	36.9316057099774	0.272490033351156	0.9928
SRR15373008	579	625.88679245283	14.6015942646769	612.606784712432	11.9383530064768	5.03074425598155	0.97565426	41.0749478142788	133.802754023397	0.790835567671499	0.9929
SRR15373009	574	613.06	12.9382243806945	601.221455602053	11.7725088472716	5.06699606006613	0.97705732	43.5868869722282	132.308400009614	0.797621857651845	0.9937
SRR15373010	613	649	11.2699822522315	644.620633061974	11.5597836499267	4.7775567609575	0.9641245	27.8741759696729	144.093385281099	0.744357294831915	0.9928
SRR15373011	557	598.142857142857	13.5078350651132	587.259826107762	11.711791253788	4.95668803672374	0.97007182	33.4133248329835	127.26422105654	0.783967875162764	0.9936
SRR15373012	536	576.140845070423	12.1841041913345	578.271245604579	11.4278907193453	4.62041334850121	0.9620902	26.3784034735082	121.111736145834	0.735250589830485	0.9924
SRR15373013	607	641	10.9550590319804	635.755333749928	11.5506285594624	4.90268830973214	0.97009272	33.4366749500456	142.261106974555	0.76502555728108	0.9932
SRR15373014	604	630.818181818182	9.29047184739716	628.618992277748	11.7758013634558	5.02918667078629	0.97084242	34.2963990838746	141.347578335437	0.78537181194968	0.994
SRR15373015	595	652.258620689655	16.5745624372113	634.191442212072	11.7826094160856	4.87570097350619	0.9653594	28.8678602564621	138.617447155102	0.763192315765143	0.9918
SRR15373016	580	624.842105263158	13.8848222124307	613.929336171671	11.7058840079857	4.74549966808507	0.96290906	26.9607618464239	134.102210811927	0.745792662057333	0.9928
SRR15373017	577	617.571428571429	12.6103597594128	613.112845990824	11.8857222902682	5.0813710096451	0.97801812	45.4920143318042	133.204426231582	0.799228857314185	0.9928
SRR15373018	577	615.518518518518	12.5784629079575	605.313219743063	11.721714284068	4.94887219640032	0.97292228	36.9307312432509	133.204426231582	0.778388640194808	0.9935
SRR15373019	492	538.95652173913	13.7366556959396	537.140607209847	10.5921286793477	3.63555109482738	0.83641872	6.11316893962439	108.505523247501	0.586523123029245	0.9919
SRR15373020	573	620.193548387097	14.1337127788324	612.100789662528	11.735867466021	4.94250897347846	0.97607132	41.7908551579109	132.010115662856	0.778239318725322	0.9923
SRR15373021	592	640.684210526316	14.7531310190856	626.933950327931	11.8434933461796	4.98988498685189	0.97313806	37.2273931071248	137.710897195587	0.781683997880353	0.9925
SRR15373022	598	628	10.2963732624755	622.027753542009	11.6762939003349	4.96694380172861	0.9708151	34.2642942069358	139.525745088731	0.776862954304592	0.994
SRR15373023	552	608.660377358491	16.818637422058	589.923047257472	11.4040100211035	4.70676295049256	0.96683874	30.1556695975967	125.79144609717	0.745502040373003	0.9922
SRR15373024	591	624	10.7244249704569	620.295170934751	11.3366043506119	4.68395653056116	0.96146522	25.9505828241396	137.40910260179	0.733953551432052	0.9933
SRR15373025	540	591.12	15.7977039565395	576.969136121253	11.5895288136621	5.0125080925876	0.9775088	44.4618339617273	122.276914469907	0.79670237764239	0.9928
SRR15373026	296	407.978260869565	29.5841634038715	397.692984682795	10.1647569615687	2.12096014192566	0.65029422	2.85954667377817	57.273105876194	0.372728675393952	0.9898
SRR15373027	527	571.27868852459	13.5397537598945	568.991999251815	11.5609652129279	4.88488206276007	0.97354382	37.7983518406663	118.501700437271	0.779436053613601	0.9926
SRR15373028	495	563.441860465116	17.1979414368766	567.460787440617	10.7430917710923	2.86474369219223	0.66993044	3.02966441376781	109.352680323351	0.461716016163935	0.9891
SRR15373029	520	578.957746478873	16.1251003719737	586.373423463432	11.9451737481722	5.00630807746276	0.98089796	52.3504295876252	116.482823198751	0.800518886637314	0.9908
SRR15373030	547	604	17.1453207371226	586.586167897031	11.6878746127783	4.75173160238354	0.95635944	22.9144630591358	124.32360005159	0.753710871687635	0.9924
SRR15373031	524	594.873015873016	19.0546959512056	587.013936553403	11.7696939865988	4.71952438597652	0.96950062	32.7875517469535	117.635270576264	0.753738026642174	0.9905
SRR15373032	556	649.196078431373	24.866114433968	619.346750245308	12.145744953048	4.86824701652408	0.97378772	38.1500579117879	126.969272204089	0.77019861983428	0.9902
SRR15373033	602	666.909090909091	18.4593922491941	645.091311607793	12.0637237472541	5.03810603474875	0.97655488	42.6527993885295	140.739525236846	0.787172403266608	0.9915
SRR15373034	569	610.553846153846	12.7407616800633	601.667603517667	10.8666048173053	4.24797572714463	0.91592126	11.8936130584259	130.818935399006	0.669617873674452	0.9926
SRR15373035	550	602.258064516129	15.2361841631922	593.818888025948	11.5944180235126	4.65261548300433	0.96117954	25.7596123281383	125.203715677438	0.737349562681184	0.9919
SRR15373036	576	619.671641791045	13.1184636649641	612.453047978652	11.3036222104111	4.47771174460098	0.9447582	18.1022341777422	132.905555361652	0.704473867283541	0.9923
SRR15373037	489	561.016129032258	19.3652121539708	550.942923745123	11.1141657546272	4.75214933016161	0.97519186	40.309350076225	107.660188224898	0.767421051051003	0.9905
SRR15373038	594	644.538461538462	15.5116323639157	627.637662143341	11.9115075441461	5.17863099724346	0.9820182	55.6117852495301	138.315069534126	0.8108233674533	0.9927
SRR15373039	621	638.55223880597	6.91067070936308	638.573117210249	11.6384023182564	4.93584821562423	0.96795736	31.2084147872959	146.547239790168	0.767469152612859	0.9951
