Acidobacteria	Actinobacteria	Aquificae	Armatimonadetes	Atribacterota	Bacteroidetes	Balneolaeota	Caldiserica	Calditrichaeota	Candidatus_Absconditabacteria	Candidatus_Bipolaricaulota	Candidatus_Cloacimonetes	Candidatus_Omnitrophica	Candidatus_Saccharibacteria	Chlamydiae	Chlorobi	Chloroflexi	Chrysiogenetes	Coprothermobacterota	Cyanobacteria	Deferribacteres	Deinococcus-Thermus	Dictyoglomi	Elusimicrobia	Fibrobacteres	Firmicutes	Fusobacteria	Gemmatimonadetes	Ignavibacteriae	Kiritimatiellaeota	Nitrospirae	Planctomycetes	Proteobacteria	Spirochaetes	Synergistetes	Tenericutes	Thermodesulfobacteria	Thermotogae	Unassigned	Verrucomicrobia	F_B_ratio
SRR15372885	0.00166124749970497	0.144826303252582	0.00101868950453607	0.000188065754683582	0.000203737900907214	70.966079676878	3.13442924472636e-05	0.000109705023565423	9.40328773417909e-05	0	0	0.000109705023565423	6.26885848945272e-05	0.0220350375904263	0.000752263018734327	0.00181796896194129	0.00224111690997935	0.000188065754683582	0	0.0122086019082092	0.000846295896076118	0.00188065754683582	0.000360459363143532	0.000313442924472636	7.8360731118159e-05	16.2646317116162	1.53878534911351	0.000376131509367163	0.000470164386708954	0.000188065754683582	0.000767935164957959	0.0051247918151276	7.13697001307214	0.0125690612713527	0.00272695344291193	0.00619049775833456	0.000282098632025373	0.0023664940797684	3.13442924472636e-05	3.87141192089265	0.229188815074359
SRR15372886	0.00531354365867688	0.70895774295223	0.000673291490996728	0.000109182403945415	0	81.9014697953248	0.00138297711664193	1.81970673242359e-05	0.000236561875215067	3.63941346484718e-05	0	9.09853366211795e-05	0.000436729615781661	0.00387597534006224	0.00169232726115394	0.00516796712008299	0.00549551433191924	0.000200167740566595	0	0.0195254532389051	0.000946247500860266	0.00569568207248583	7.27882692969436e-05	0.000363941346484718	0.0007096856256452	14.6186686261269	0.00420352255189849	0.000600503221699784	0.00030935014451201	0.00265677182933844	0.00178331259777512	0.0152673394850339	2.60456444318521	0.0156858720334913	0.00800670962266379	0.00422171961922273	0.000436729615781661	0.00169232726115394	3.63941346484718e-05	0.0593952277463059	0.178490919182031
SRR15372887	0.00554081498589897	0.32459657852975	0.000934800074308108	0.000543883679597445	0.000305934569773563	72.5976275453969	0.000118974554911941	0	0.000645861869521965	0.000203956379849042	6.79854599496806e-05	0.000509890949622604	0.000152967284886781	0.00168264013375459	0.000577876409572285	0.00396015304206889	0.00650960779018191	0.000254945474811302	1.69963649874201e-05	0.0218403290088349	0.00169963649874201	0.00781832789421327	0.000152967284886781	0.000458901854660344	0.000509890949622604	22.8713455053368	0.0135800956249487	0.00120674191410683	0.00125773100906909	0.000679854599496806	0.00163165103879233	0.0135291065299864	0.872831327563974	0.0243727873919605	0.0075973751493768	0.00963693894786722	0.000305934569773563	0.00304234933274821	0.000101978189924521	3.20214915635993	0.31504260233621
SRR15372888	0.00612418991778608	0.777655626815831	0.00114828560958489	0.000482612792434229	0.000199701845145198	62.2612106791227	0.000282910947289031	9.98509225725991e-05	0.000183060024716432	0.000249627306431498	6.65672817150661e-05	0.000249627306431498	0.000232985486002731	0.000848732841867092	0.000732240098865727	0.00514232251248885	0.00788822288323533	0.000232985486002731	1.66418204287665e-05	0.0201199608983787	0.00124813653215749	0.0131470381387255	9.98509225725991e-05	0.000399403690290396	0.00151440565901775	23.0811565000121	0.00920292669710789	0.00164754022244789	0.000682314637579427	0.00131470381387255	0.00257948216645881	0.0166584622491953	1.1954984541413	0.0249627306431498	0.0114162888141338	0.0193710789790842	0.000549180074149295	0.00377769323733	0	12.5316069774493	0.370714868025393
SRR15372889	0.000595343997776161	0.281632057717227	0.00026332522978561	1.14489230341569e-05	2.28978460683139e-05	79.9379949226316	0.000217529537648982	1.14489230341569e-05	1.14489230341569e-05	2.28978460683139e-05	0	3.43467691024708e-05	2.28978460683139e-05	0.00652588612946946	0.000343467691024708	0.000606792920810318	0.00235847814503633	1.14489230341569e-05	1.14489230341569e-05	0.00488869013558502	0.000354916614058865	0.000618241843844475	0	5.72446151707847e-05	0.000240427383717296	19.59864426433	0.00477420090524345	3.43467691024708e-05	2.28978460683139e-05	3.43467691024708e-05	0.000435059075297964	0.00155705353264534	0.146202747146184	0.00362930860182775	0.00225543783772892	0.00169444060905523	0.000183182768546511	0.000583895074742004	0	0.00309120921922238	0.245173078
SRR15372890	0.00743310032308263	0.687801271184336	0.000762824138168385	0.000869264715587229	1.77400962364741e-05	80.4352461651234	0.000354801924729481	0.000159660866128267	0.0004789825983848	1.77400962364741e-05	1.77400962364741e-05	0.000141920769891793	0.000301581636020059	0.000585423175803644	0.00065638356074954	0.00448824434782794	0.0106440577418844	0.00056768307956717	0.000195141058601215	0.0225831425090315	0.00117084635160729	0.00904744908060177	0.000212881154837689	0.00056768307956717	0.000496722694621274	15.9169820264441	0.0547814171782319	0.00134824731397203	0.000798304330641333	0.00310451684138296	0.00115310625537081	0.018786761914426	2.19751894110075	0.0241087907853683	0.0370590610379943	0.00533976896717869	0.000461242502148326	0.00248361347310637	1.77400962364741e-05	0.551238010355959	0.197885663130421
SRR15372891	0.00309260714220003	0.78192069694055	0.0005872038877595	7.82938517012667e-05	0.000482812085491144	71.8355093152067	5.21959011341778e-05	2.60979505670889e-05	0.000221832579820256	0.000143538728118989	2.60979505670889e-05	3.91469258506333e-05	0.000104391802268356	0.000287077456237978	0.000613301838326589	0.00277943173539497	0.00315785201861776	0.000208783604536711	0	0.0122529877912482	0.000978673146265833	0.00541532474267095	0.000287077456237978	0.000521959011341778	0.000626350813610133	26.6253901480498	0.0066941243204583	0.000456714134924056	0.000600252863043045	0.000326224382088611	0.00150063215760761	0.0068115650980102	0.593010681760677	0.0139754525286761	0.00661583046875703	0.00473677802792663	0.000495861060774689	0.00275333378482788	2.60979505670889e-05	0.087193252844644	0.370643855690092
SRR15372892	0.00303865034482244	1.27083825289966	0.000721035675042612	0.000128756370543324	0.000141632007597656	79.0262696472565	0.000103005096434659	2.57512741086647e-05	0.000206010192869318	0	2.57512741086647e-05	0.000257512741086647	0.000257512741086647	0.0012746880683789	0.000424896022792968	0.00209872883985617	0.00244637104032315	0.000193134555814985	1.28756370543324e-05	0.00937346377555395	0.000527901119227627	0.00361805401226739	7.72538223259941e-05	0.000115880733488991	0.000309015289303977	18.9412466655319	0.00995286744299891	0.000257512741086647	0.000618030578607953	0.00021888582992365	0.000901294593803265	0.00715885420220879	0.645893457193528	0.00974685725012959	0.00332191436001775	0.00333478999707208	0.000347642200466974	0.000836916408531603	0	0.0536785308795116	0.239682914935483
SRR15372893	0.0108866393135433	1.35486666731746	0.00250413925730625	0.00084886076518856	0.000190993672167426	68.1541607547051	0.000721531650410276	0.00010610759564857	0.000594202535631992	4.2443038259428e-05	0.000233436710426854	0.000169772153037712	0.00350155065640281	0.00110351899474513	0.0031832278694571	0.00753363929104847	0.0120113798274181	0.000169772153037712	2.1221519129714e-05	0.0393659179856194	0.00131573418604227	0.0142820823742975	0.000233436710426854	0.00246169621904682	0.00129451266691255	27.6610405589918	0.0115869494448238	0.00239803166165768	0.000657867093021134	0.00201604431732283	0.00218581647036054	0.0238742090209282	2.09554012798274	0.0308773103337339	0.0226009178731454	0.0480242977905428	0.000912525322577701	0.00604813295196849	0.000233436710426854	0.480200534867168	0.405859895458872
SRR15372894	0.00680609264353792	0.41685984655904	0.00152826101134272	0.000479802875654109	0.000106622861256469	63.4342406168772	0.000159934291884703	0	5.33114306282343e-05	3.55409537521562e-05	1.77704768760781e-05	0.000444261921901953	0.000213245722512937	0.000426491445025875	0.000426491445025875	0.00556215926221245	0.00552661830846029	0.000142163815008625	0.000195475245636859	0.0224796532482388	0.0017059657801035	0.00595310975348617	0.000497573352530187	0.000675278121290968	0.00065750764441489	35.121392793112	0.0107511385100273	0.000462032398778031	0.00199029341012075	0.000906294320679984	0.00209691627137722	0.0147494958071448	0.880829227316564	0.0293923687530332	0.00696602693542262	0.00700156788917478	0.000746360028795281	0.00394504586648934	1.77704768760781e-05	0.0135588738564476	0.553666165962861
SRR15372895	0.0010081277368177	0.170338420275559	0.00098468290572892	7.03344932663515e-05	0.000187558648710271	83.3088041788067	2.34448310887838e-05	0	9.37793243551353e-05	0.000187558648710271	3.51672466331757e-05	3.51672466331757e-05	8.20569088107434e-05	0	0.000808846672563042	0.00143013469641581	0.0063769940561492	5.86120777219595e-05	1.17224155443919e-05	0.00774851667484305	0.00107846223008406	0.00165286059175926	3.51672466331757e-05	0.000140668986532703	0.000339950050787365	16.2348773512968	0.00617771299189454	3.51672466331757e-05	0.000164113817621487	0.000175836233165879	0.000339950050787365	0.00412629027162595	0.230005515396514	0.0103977825878756	0.00198108822700223	0.00361050398767271	0.000375117297420541	0.00206314513581298	0	0.00413801268717034	0.194875889905365
SRR15372896	0.00214034197744473	0.200035869179346	0.000295219583095825	0.000147609791547913	8.61057117362823e-05	81.9315036443627	1.2300815962326e-05	0	0.000110707343660934	4.92032638493042e-05	2.46016319246521e-05	4.92032638493042e-05	6.15040798116302e-05	0.000110707343660934	0.000209113871359543	0.00126698404411958	0.00339502520560199	0.00012300815962326	0	0.00742969284124493	0.00065194324600328	0.00270617951171173	4.92032638493042e-05	0.00012300815962326	0.000282918767133499	17.5613091118786	0.00380095213235875	0.000418227742719086	0.000246016319246521	0.000356723662907455	0.00099636609294841	0.00464970843375925	0.249915677906578	0.00758960344875517	0.00670394469946769	0.00255856972016382	0.00012300815962326	0.00115627670045865	1.2300815962326e-05	0.00929941686751849	0.214341350161305
SRR15372897	0.00109742053819517	0.24461403115587	0.00033224658495817	0.000110748861652723	0	82.6876171295063	2.01361566641315e-05	1.00680783320658e-05	4.0272313328263e-05	2.01361566641315e-05	2.01361566641315e-05	9.06127049885919e-05	7.04765483244603e-05	2.01361566641315e-05	0.000231565801637513	0.00154041598480606	0.00199347950974902	0.000100680783320658	1.00680783320658e-05	0.00578914504093781	0.000684629326580472	0.00148000751481367	6.04084699923946e-05	0.000231565801637513	7.04765483244603e-05	16.8148083712447	0.00445009062277307	0.000181225409977184	0.000181225409977184	0.000201361566641315	0.000745037796572866	0.00308083196961212	0.213272103308149	0.00713826753743463	0.00204381990140935	0.0022049091547224	0.000382586976618499	0.00117796516485169	0	0.00387621015784532	0.203353403507918
SRR15372898	0.000634725699705743	0.132739571328785	0.000102375112855765	0	0.000214987736997107	83.0409994923218	6.1425067713459e-05	0	1.02375112855765e-05	0	3.07125338567295e-05	1.02375112855765e-05	2.0475022571153e-05	6.1425067713459e-05	7.16625789990355e-05	0.00064496321099132	0.00064496321099132	3.07125338567295e-05	0	0.0034398037919537	0.000286650315996142	0.00116707628655572	0.000133087646712495	0	0.000286650315996142	16.5136585292443	0.0016994268734057	0.000112612624141342	9.21376015701885e-05	9.21376015701885e-05	0.000153562669283648	0.00155610171540763	0.289537294178675	0.00300982831795949	0.00101351361727207	0.00124897637684033	0.000122850135426918	0.000481163030422096	0	0.00563063120706708	0.198861509738587
