"","KO","KO_ID","fc","auroc","p.val","p.adj","cohen.d","ID","L1","id1","L2","id2","L3","gene","protein","EC"
"289","K00248","K00248",0.0998645215882719,0.675873166613907,2.14823857201908e-16,4.65787352881012e-15,0.553643536327938,"A09100","Metabolism",9101,"Carbohydrate metabolism",650,"Butanoate metabolism [PATH:ko00650","ACADS, bcd"," butyryl-CoA dehydrogenase ","EC:1.3.8.1"
"294","K00254","K00254",-0.0716894380386304,0.426653250727325,0.000613845174107563,0.00229084487656637,-0.309562180223098,"A09100","Metabolism",9104,"Nucleotide metabolism",240,"Pyrimidine metabolism [PATH:ko00240","DHODH, pyrD"," dihydroorotate dehydrogenase ","EC:1.3.5.2"
"295","K00257","K00257",-0.140895866533985,0.349364627142405,1.95576888017968e-12,2.73676162964302e-11,-0.504922760918716,"A09190","Not Included in Pathway or Brite",9191,"Unclassified: metabolism",99980,"Enzymes with EC numbers","mbtN, fadE14"," acyl-ACP dehydrogenase ","EC:1.3.99.-"
"296","K00259","K00259",-0.109350565453036,0.346794494942643,8.37108160567368e-13,1.22491433126255e-11,-0.502923964789343,"A09100","Metabolism",9106,"Metabolism of other amino acids",430,"Taurine and hypotaurine metabolism [PATH:ko00430","ald"," alanine dehydrogenase ","EC:1.4.1.1"
"298","K00261","K00261",-0.0072652436584046,0.400062557469965,2.70750195574543e-06,1.97742642838039e-05,-0.230602719071338,"A09180","Brite Hierarchies",9183,"Protein families: signaling and cellular processes",4147,"Exosome [BR:ko04147","GLUD1_2, gdhA"," glutamate dehydrogenase (NAD(P)+) ","EC:1.4.1.3"
"304","K00262","K00262",-0.0813208311252354,0.346108623886402,6.62581101096293e-13,9.85116115665668e-12,-0.461746707779836,"A09100","Metabolism",9105,"Amino acid metabolism",250,"Alanine, aspartate and glutamate metabolism [PATH:ko00250","E1.4.1.4, gdhA"," glutamate dehydrogenase (NADP+) ","EC:1.4.1.4"
"307","K00266","K00266",0.19271841132683,0.744569559384374,3.25768001136512e-30,2.08641875189431e-28,0.983986117908387,"A09100","Metabolism",9105,"Amino acid metabolism",250,"Alanine, aspartate and glutamate metabolism [PATH:ko00250","gltD"," glutamate synthase (NADPH) small chain ","EC:1.4.1.13"
"309","K00275","K00275",-0.134426192798033,0.32607892793078,4.44089209850063e-16,9.06246755198927e-15,-0.489048850479329,"A09100","Metabolism",9108,"Metabolism of cofactors and vitamins",750,"Vitamin B6 metabolism [PATH:ko00750","pdxH, PNPO"," pyridoxamine 5'-phosphate oxidase ","EC:1.4.3.5"
"310","K00282","K00282",-0.000953260544195821,0.441018857685524,0.00552173122142463,0.0159355057710854,-0.0995883957694234,"A09100","Metabolism",9101,"Carbohydrate metabolism",630,"Glyoxylate and dicarboxylate metabolism [PATH:ko00630","gcvPA"," glycine dehydrogenase subunit 1 ","EC:1.4.4.2"
"312","K00283","K00283",0.00354770231393217,0.549872623946698,0.0195381087792612,0.0493400951459293,-0.0480766844615116,"A09100","Metabolism",9101,"Carbohydrate metabolism",630,"Glyoxylate and dicarboxylate metabolism [PATH:ko00630","gcvPB"," glycine dehydrogenase subunit 2 ","EC:1.4.4.2"
"314","K00284","K00284",0.00935543869787292,0.614849485219856,3.71995069639441e-08,3.42614043121459e-07,0.301375143668732,"A09100","Metabolism",9101,"Carbohydrate metabolism",630,"Glyoxylate and dicarboxylate metabolism [PATH:ko00630","GLU, gltS"," glutamate synthase (ferredoxin) ","EC:1.4.7.1"
"317","K00285","K00285",-0.0577312821998627,0.407848324514991,1.67768427428161e-05,0.000102407619264433,-0.277177743945923,"A09100","Metabolism",9106,"Metabolism of other amino acids",470,"D-Amino acid metabolism [PATH:ko00470","dadA"," D-amino-acid dehydrogenase ","EC:1.4.5.1"
"319","K00286","K00286",-0.0544784845199258,0.405726646467387,1.06919382922843e-05,6.80565841571082e-05,-0.311007897048747,"A09100","Metabolism",9105,"Amino acid metabolism",330,"Arginine and proline metabolism [PATH:ko00330","proC"," pyrroline-5-carboxylate reductase ","EC:1.5.1.2"
"320","K00287","K00287",-0.0461827440090538,0.421471532582644,0.000245049616872661,0.00104844190463558,-0.282402237921628,"A09100","Metabolism",9108,"Metabolism of cofactors and vitamins",790,"Folate biosynthesis [PATH:ko00790","DHFR, folA"," dihydrofolate reductase ","EC:1.5.1.3"
"323","K00290","K00290",0.175046972581102,0.734575438279142,6.28991184127819e-28,3.63679208267238e-26,0.724307403557111,"A09100","Metabolism",9105,"Amino acid metabolism",310,"Lysine degradation [PATH:ko00310","LYS1"," saccharopine dehydrogenase (NAD+, L-lysine forming) ","EC:1.5.1.7"
"325","K00294","K00294",-0.0368338437923388,0.428846530698383,0.000882304727524152,0.00312864955765166,-0.239354756552226,"A09100","Metabolism",9105,"Amino acid metabolism",330,"Arginine and proline metabolism [PATH:ko00330","E1.2.1.88"," 1-pyrroline-5-carboxylate dehydrogenase ","EC:1.2.1.88"
"327","K00297","K00297",-0.086780482904178,0.358703025369692,4.14646095237003e-11,5.03257053781821e-10,-0.449488590955539,"A09100","Metabolism",9102,"Energy metabolism",720,"Carbon fixation pathways in prokaryotes [PATH:ko00720","metF, MTHFR"," methylenetetrahydrofolate reductase (NADH) ","EC:1.5.1.54"
"329","K00299","K00299",-0.032854964505466,0.437544280136873,0.00352508934397933,0.0107249205279239,-0.235280082480571,"A09100","Metabolism",9102,"Energy metabolism",920,"Sulfur metabolism [PATH:ko00920","ssuE, msuE"," FMN reductase ","EC:1.5.1.38"
"331","K00303","K00303",0.0108087392247215,0.577993337252596,1.26726638118624e-07,1.0979458782265e-06,0.463156879029041,"A09100","Metabolism",9105,"Amino acid metabolism",260,"Glycine, serine and threonine metabolism [PATH:ko00260","soxB"," sarcosine oxidase, subunit beta ","EC:1.5.3.1"
"332","K00313","K00313",-0.0577385544330828,0.419089826497234,0.00015766143106033,0.000715361893737496,-0.244754483009601,"A09190","Not Included in Pathway or Brite",9191,"Unclassified: metabolism",99980,"Enzymes with EC numbers","fixC"," electron transfer flavoprotein-quinone oxidoreductase ","EC:1.5.5.-"
"333","K00316","K00316",-0.00259554650002932,0.437427455945974,0.00319762732115669,0.0098568845153464,-0.15185530534808,"A09100","Metabolism",9105,"Amino acid metabolism",330,"Arginine and proline metabolism [PATH:ko00330","spdH"," spermidine dehydrogenase ","EC:1.5.99.6"
"335","K00319","K00319",0.0103733041599973,0.588450986599135,3.45373492403884e-05,0.000193641730488534,0.0589392269378923,"A09100","Metabolism",9102,"Energy metabolism",680,"Methane metabolism [PATH:ko00680","mtd"," methylenetetrahydromethanopterin dehydrogenase ","EC:1.5.98.1"
"336","K00320","K00320",0.00431343831830824,0.579146505072431,9.70707841646537e-06,6.23619868020761e-05,0.111874241493156,"A09100","Metabolism",9102,"Energy metabolism",680,"Methane metabolism [PATH:ko00680","mer"," 5,10-methylenetetrahydromethanopterin reductase ","EC:1.5.98.2"
"337","K00322","K00322",-0.0612501756875939,0.408553038182668,1.94630866667822e-05,0.000116750475207225,-0.307759539270325,"A09100","Metabolism",9108,"Metabolism of cofactors and vitamins",760,"Nicotinate and nicotinamide metabolism [PATH:ko00760","sthA, udhA"," NAD(P) transhydrogenase ","EC:1.6.1.1"
"338","K00325","K00325",-0.045761033194828,0.419734243808318,0.000177727519047322,0.000792586675730048,-0.29396045752899,"A09100","Metabolism",9108,"Metabolism of cofactors and vitamins",760,"Nicotinate and nicotinamide metabolism [PATH:ko00760","pntB"," H+-translocating NAD(P) transhydrogenase subunit beta ","EC:1.6.1.2"
"339","K00330","K00330",-0.145089165430437,0.289369752332715,0,0,-0.658833239095881,"A09100","Metabolism",9102,"Energy metabolism",190,"Oxidative phosphorylation [PATH:ko00190","nuoA"," NADH-quinone oxidoreductase subunit A ","EC:7.1.1.2"
"340","K00331","K00331",-0.154270864964261,0.282239708165634,0,0,-0.69206991734931,"A09100","Metabolism",9102,"Energy metabolism",190,"Oxidative phosphorylation [PATH:ko00190","nuoB"," NADH-quinone oxidoreductase subunit B ","EC:7.1.1.2"
"341","K00334","K00334",-0.135108924235606,0.34653069838255,7.65387753176583e-13,1.13190380691798e-11,-0.508640363873002,"A09100","Metabolism",9102,"Energy metabolism",190,"Oxidative phosphorylation [PATH:ko00190","nuoE"," NADH-quinone oxidoreductase subunit E ","EC:7.1.1.2"
"342","K00335","K00335",-0.0581201937058541,0.431213162694644,0.0013161597420337,0.00444738068675834,-0.289380724022281,"A09100","Metabolism",9102,"Energy metabolism",190,"Oxidative phosphorylation [PATH:ko00190","nuoF"," NADH-quinone oxidoreductase subunit F ","EC:7.1.1.2"
"343","K00336","K00336",-0.0442773267742883,0.430636578784727,0.00119798444916519,0.00408754071828372,-0.207020886461219,"A09100","Metabolism",9102,"Energy metabolism",190,"Oxidative phosphorylation [PATH:ko00190","nuoG"," NADH-quinone oxidoreductase subunit G ","EC:7.1.1.2"
"344","K00337","K00337",-0.122631670262462,0.311083977750644,0,0,-0.581721626471226,"A09100","Metabolism",9102,"Energy metabolism",190,"Oxidative phosphorylation [PATH:ko00190","nuoH"," NADH-quinone oxidoreductase subunit H ","EC:7.1.1.2"
"345","K00338","K00338",-0.145882064670413,0.299265891858484,0,0,-0.619752869945558,"A09100","Metabolism",9102,"Energy metabolism",190,"Oxidative phosphorylation [PATH:ko00190","nuoI"," NADH-quinone oxidoreductase subunit I ","EC:7.1.1.2"
"346","K00339","K00339",-0.131678025448408,0.307127029349252,0,0,-0.585132453000438,"A09100","Metabolism",9102,"Energy metabolism",190,"Oxidative phosphorylation [PATH:ko00190","nuoJ"," NADH-quinone oxidoreductase subunit J ","EC:7.1.1.2"
"347","K00340","K00340",-0.146903232220038,0.294551470477396,0,0,-0.631114399093517,"A09100","Metabolism",9102,"Energy metabolism",190,"Oxidative phosphorylation [PATH:ko00190","nuoK"," NADH-quinone oxidoreductase subunit K ","EC:7.1.1.2"
"348","K00342","K00342",-0.137613238568118,0.297027389619982,0,0,-0.611644702460396,"A09100","Metabolism",9102,"Energy metabolism",190,"Oxidative phosphorylation [PATH:ko00190","nuoM"," NADH-quinone oxidoreductase subunit M ","EC:7.1.1.2"
"349","K00343","K00343",-0.157978015799159,0.297713260676224,0,0,-0.627273955383228,"A09100","Metabolism",9102,"Energy metabolism",190,"Oxidative phosphorylation [PATH:ko00190","nuoN"," NADH-quinone oxidoreductase subunit N ","EC:7.1.1.2"
"350","K00344","K00344",-0.0389142086285758,0.428563891526855,0.000845935915912532,0.00301767884999475,-0.250655377940285,"A09190","Not Included in Pathway or Brite",9191,"Unclassified: metabolism",99980,"Enzymes with EC numbers","qor, CRYZ"," NADPH:quinone reductase ","EC:1.6.5.5"
"351","K00346","K00346",-0.129182564126398,0.324530065270806,2.22044604925031e-16,4.74708920922366e-15,-0.552273187470487,"A09190","Not Included in Pathway or Brite",9191,"Unclassified: metabolism",99980,"Enzymes with EC numbers","nqrA"," Na+-transporting NADH:ubiquinone oxidoreductase subunit A ","EC:7.2.1.1"
"352","K00347","K00347",-0.11386336481515,0.342935528120713,2.21600515715181e-13,3.41043603298447e-12,-0.498519910697634,"A09190","Not Included in Pathway or Brite",9191,"Unclassified: metabolism",99980,"Enzymes with EC numbers","nqrB"," Na+-transporting NADH:ubiquinone oxidoreductase subunit B ","EC:7.2.1.1"
"353","K00348","K00348",-0.100728609395038,0.359498183572258,5.32285326926285e-11,6.39510480806385e-10,-0.463523324589101,"A09190","Not Included in Pathway or Brite",9191,"Unclassified: metabolism",99980,"Enzymes with EC numbers","nqrC"," Na+-transporting NADH:ubiquinone oxidoreductase subunit C ","EC:7.2.1.1"
"354","K00349","K00349",-0.0700290643162992,0.401064984398318,3.83012001314853e-06,2.70250671436226e-05,-0.353449772631136,"A09190","Not Included in Pathway or Brite",9191,"Unclassified: metabolism",99980,"Enzymes with EC numbers","nqrD"," Na+-transporting NADH:ubiquinone oxidoreductase subunit D ","EC:7.2.1.1"
"355","K00350","K00350",-0.102084422721175,0.349967590708331,2.44004816352117e-12,3.39162621193276e-11,-0.490335615394403,"A09190","Not Included in Pathway or Brite",9191,"Unclassified: metabolism",99980,"Enzymes with EC numbers","nqrE"," Na+-transporting NADH:ubiquinone oxidoreductase subunit E ","EC:7.2.1.1"
"356","K00351","K00351",-0.0896185155282872,0.360172749061638,6.57216503441305e-11,7.80596948309886e-10,-0.428338090627065,"A09190","Not Included in Pathway or Brite",9191,"Unclassified: metabolism",99980,"Enzymes with EC numbers","nqrF"," Na+-transporting NADH:ubiquinone oxidoreductase subunit F ","EC:7.2.1.1"
"357","K00355","K00355",0.00594918139989641,0.550618791359532,0.0180771128707921,0.0459713016989049,-0.0562623824615376,"A09100","Metabolism",9108,"Metabolism of cofactors and vitamins",130,"Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130","NQO1"," NAD(P)H dehydrogenase (quinone) ","EC:1.6.5.2"
"362","K00362","K00362",-0.0197843813064713,0.400367807775215,3.01285508474969e-06,2.1832055209422e-05,-0.245442708562406,"A09100","Metabolism",9102,"Energy metabolism",910,"Nitrogen metabolism [PATH:ko00910","nirB"," nitrite reductase (NADH) large subunit ","EC:1.7.1.15"
"363","K00363","K00363",-0.0554700012739787,0.420028188546707,0.000186059542703454,0.000827969937225525,-0.273857539475672,"A09100","Metabolism",9102,"Energy metabolism",910,"Nitrogen metabolism [PATH:ko00910","nirD"," nitrite reductase (NADH) small subunit ","EC:1.7.1.15"
"364","K00364","K00364",-0.051054925107933,0.405734183511961,1.0699744014131e-05,6.80565841571082e-05,-0.303825989824107,"A09100","Metabolism",9104,"Nucleotide metabolism",230,"Purine metabolism [PATH:ko00230","guaC, GMPR"," GMP reductase ","EC:1.7.1.7"
"365","K00366","K00366",0.0111468023075174,0.578211911545245,0.000259059269827339,0.00109655692963011,0.00875610261720945,"A09100","Metabolism",9102,"Energy metabolism",910,"Nitrogen metabolism [PATH:ko00910","nirA"," ferredoxin-nitrite reductase ","EC:1.7.7.1"
"366","K00370","K00370",-0.0141537381012286,0.383993578438023,5.32122494956155e-08,4.85263076999447e-07,-0.247369280773624,"A09100","Metabolism",9102,"Energy metabolism",910,"Nitrogen metabolism [PATH:ko00910","narG, narZ, nxrA"," nitrate reductase / nitrite oxidoreductase, alpha subunit ","EC:1.7.5.1"
"369","K00371","K00371",-0.0625453879342024,0.409449946486984,2.34771701463909e-05,0.000137752585369169,-0.271766496573778,"A09130","Environmental Information Processing",9132,"Signal transduction",2020,"Two-component system [PATH:ko02020","narH, narY, nxrB"," nitrate reductase / nitrite oxidoreductase, beta subunit ","EC:1.7.5.1"
"372","K00372","K00372",-0.000818758008420866,0.429261068149957,0.000869304743340793,0.00309240506563454,-0.15859568227248,"A09100","Metabolism",9102,"Energy metabolism",910,"Nitrogen metabolism [PATH:ko00910","nasA"," assimilatory nitrate reductase catalytic subunit ","EC:1.7.99.-"
"373","K00373","K00373",-0.0628538429114833,0.425074239889055,0.000466070814653774,0.00179819536738059,-0.276088720422133,"A09130","Environmental Information Processing",9132,"Signal transduction",2020,"Two-component system [PATH:ko02020","narJ, narW"," nitrate reductase molybdenum cofactor assembly chaperone NarJ/NarW",""
"374","K00374","K00374",-0.045684125756711,0.436888557258928,0.00320187449093479,0.00986632383846152,-0.232907579174528,"A09130","Environmental Information Processing",9132,"Signal transduction",2020,"Two-component system [PATH:ko02020","narI, narV"," nitrate reductase gamma subunit ","EC:1.7.5.1"
"377","K00375","K00375",0.163678011420909,0.691376867302793,3.9792222942543e-19,1.08626245317906e-17,0.480819959718194,"A09180","Brite Hierarchies",9182,"Protein families: genetic information processing",3000,"Transcription factors [BR:ko03000","K00375"," GntR family transcriptional regulator / MocR family aminotransferase",""
"378","K00380","K00380",-0.0633604811350225,0.43815854926966,0.0038757921093131,0.0116581810340104,-0.289642530322869,"A09100","Metabolism",9102,"Energy metabolism",920,"Sulfur metabolism [PATH:ko00920","cysJ"," sulfite reductase (NADPH) flavoprotein alpha-component ","EC:1.8.1.2"
"379","K00381","K00381",-0.0707998002998119,0.411089253681846,3.29070888387406e-05,0.000185375116151119,-0.328480646651297,"A09100","Metabolism",9102,"Energy metabolism",920,"Sulfur metabolism [PATH:ko00920","cysI"," sulfite reductase (NADPH) hemoprotein beta-component ","EC:1.8.1.2"
"380","K00382","K00382",-0.151572801676898,0.274265515006256,0,0,-0.684141067671147,"A09100","Metabolism",9101,"Carbohydrate metabolism",620,"Pyruvate metabolism [PATH:ko00620","DLD, lpd, pdhD"," dihydrolipoamide dehydrogenase ","EC:1.8.1.4"
"390","K00384","K00384",0.0302840543509638,0.560763653356246,0.00454342435685111,0.0133811642006163,0.208939403215076,"A09100","Metabolism",9106,"Metabolism of other amino acids",450,"Selenocompound metabolism [PATH:ko00450","trxB, TRR"," thioredoxin reductase (NADPH) ","EC:1.8.1.9"
"391","K00389","K00389",-0.0511912865398425,0.413154403895145,4.97141815838376e-05,0.00026843078850002,-0.283003242337357,"A09190","Not Included in Pathway or Brite",9194,"Poorly characterized",99996,"General function prediction only","yidH"," putative membrane protein",""
"392","K00394","K00394",0.157860117667171,0.709424320535432,1.36654302046365e-22,5.29201729692109e-21,0.72469938626789,"A09100","Metabolism",9102,"Energy metabolism",920,"Sulfur metabolism [PATH:ko00920","aprA"," adenylylsulfate reductase, subunit A ","EC:1.8.99.2"
"393","K00395","K00395",0.102924284970092,0.675782722079018,2.22359451308819e-16,4.74708920922366e-15,0.579829156063957,"A09100","Metabolism",9102,"Energy metabolism",920,"Sulfur metabolism [PATH:ko00920","aprB"," adenylylsulfate reductase, subunit B ","EC:1.8.99.2"
"394","K00400","K00400",0.0075150015187042,0.582572091831351,9.93326347441011e-06,6.37658841078941e-05,0.112023307760688,"A09100","Metabolism",9102,"Energy metabolism",680,"Methane metabolism [PATH:ko00680","K00400"," methyl coenzyme M reductase system, component A2",""
"395","K00401","K00401",0.00476225113864542,0.571895868192164,7.57760584331059e-05,0.000386351171165977,0.138028348720212,"A09100","Metabolism",9102,"Energy metabolism",680,"Methane metabolism [PATH:ko00680","mcrB"," methyl-coenzyme M reductase beta subunit ","EC:2.8.4.1"
